LIST	SCORE	LENGTH	NAME
list_ALL_noLOADneg.121 (N=488)	123	25	ef_2_13498
list_ALL_noLOADneg.121 (N=488)	175	23	vf_2_13498
list_ALL_noLOADneg.121 (N=488)	193	29	vf_2_18244
list_ALL_noLOADneg.121 (N=488)	164	119	vf_2_19537
list_ALL_noLOADneg.121 (N=488)	122	45	ef_2_19539
list_ALL_noLOADneg.121 (N=488)	227	14	vf_2_19540
list_ALL_noLOADneg.121 (N=488)	194	88	vf_2_19544
list_ALL_noLOADneg.121 (N=488)	610	14	vf_2_19545
list_ALL_noLOADneg.121 (N=488)	195	55	vf_2_26542
list_ALL_noLOADneg.121 (N=488)	206	21	vf_2_41263
list_ALL_noLOADneg.121 (N=488)	305	28	vf_2_41990
list_ALL_noLOADneg.121 (N=488)	102	20	ef_2_41993
list_ALL_noLOADneg.121 (N=488)	175	44	vf_2_41995
list_ALL_noLOADneg.121 (N=488)	425	101	ef_2_46317
list_ALL_noLOADneg.121 (N=488)	449	17	vf_2_50809
list_ALL_noLOADneg.121 (N=488)	276	26	vf_2_50810
list_ALL_noLOADneg.121 (N=488)	134	65	ef_2_52525
list_ALL_noLOADneg.121 (N=488)	238	115	vf_2_53148
list_ALL_noLOADneg.121 (N=488)	156	211	vf_2_53152
list_ALL_noLOADneg.121 (N=488)	204	247	vf_2_53153
list_ALL_noLOADneg.121 (N=488)	130	144	ef_2_53153
list_ALL_noLOADneg.121 (N=488)	198	10	vf_2_61664
list_ALL_noLOADneg.121 (N=488)	263	8	vf_2_61665
list_ALL_noLOADneg.121 (N=488)	315	134	vf_2_61666
list_ALL_noLOADneg.121 (N=488)	115	10	ef_2_70947
list_ALL_noLOADneg.121 (N=488)	182	8	vf_2_70947
list_ALL_noLOADneg.121 (N=488)	117	39	ef_2_70955
list_ALL_noLOADneg.121 (N=488)	170	43	vf_2_70956
list_ALL_noLOADneg.121 (N=488)	164	8	vf_2_71745
list_ALL_noLOADneg.121 (N=488)	152	15	vf_2_72476
list_ALL_noLOADneg.121 (N=488)	192	14	vf_2_72482
list_ALL_noLOADneg.121 (N=488)	234	14	vf_2_72490
list_ALL_noLOADneg.121 (N=488)	199	168	vf_2_72494
list_ALL_noLOADneg.121 (N=488)	182	118	vf_2_77509
list_ALL_noLOADneg.121 (N=488)	300	116	ef_2_77509
list_ALL_noLOADneg.121 (N=488)	209	12	vf_2_77511
list_ALL_noLOADneg.121 (N=488)	173	9	vf_3_89508
list_ALL_noLOADneg.121 (N=488)	402	32	vf_3_144190
list_ALL_noLOADneg.121 (N=488)	208	32	ef_3_144190
list_ALL_noLOADneg.121 (N=488)	158	31	vf_3_144191
list_ALL_noLOADneg.121 (N=488)	126	16	ef_3_144192
list_ALL_noLOADneg.121 (N=488)	275	49	vf_3_144193
list_ALL_noLOADneg.121 (N=488)	209	26	vf_3_144198
list_ALL_noLOADneg.121 (N=488)	208	8	vf_3_39634
list_ALL_noLOADneg.121 (N=488)	172	70	ef_3_39638
list_ALL_noLOADneg.121 (N=488)	165	38	vf_3_39641
list_ALL_noLOADneg.121 (N=488)	196	20	vf_3_39645
list_ALL_noLOADneg.121 (N=488)	164	96	vf_3_39648
list_ALL_noLOADneg.121 (N=488)	121	13	ef_3_87597
list_ALL_noLOADneg.121 (N=488)	448	54	vf_3_87598
list_ALL_noLOADneg.121 (N=488)	248	11	vf_3_87605
list_ALL_noLOADneg.121 (N=488)	229	114	vf_3_98088
list_ALL_noLOADneg.121 (N=488)	321	8	vf_3_98089
list_ALL_noLOADneg.121 (N=488)	161	45	vf_3_98090
list_ALL_noLOADneg.121 (N=488)	518	12	vf_3_98091
list_ALL_noLOADneg.121 (N=488)	277	37	vf_3_98095
list_ALL_noLOADneg.121 (N=488)	328	8	vf_3_98096
list_ALL_noLOADneg.121 (N=488)	163	29	vf_3_98097
list_ALL_noLOADneg.121 (N=488)	153	50	vf_3_98098
list_ALL_noLOADneg.121 (N=488)	121	70	ef_3_98099
list_ALL_noLOADneg.121 (N=488)	181	33	vf_3_98103
list_ALL_noLOADneg.121 (N=488)	184	11	vf_3_99834
list_ALL_noLOADneg.121 (N=488)	188	37	vf_3_106790
list_ALL_noLOADneg.121 (N=488)	237	113	vf_3_106793
list_ALL_noLOADneg.121 (N=488)	227	126	ef_3_106793
list_ALL_noLOADneg.121 (N=488)	304	29	vf_3_106795
list_ALL_noLOADneg.121 (N=488)	103	14	ef_3_109478
list_ALL_noLOADneg.121 (N=488)	379	8	vf_3_109478
list_ALL_noLOADneg.121 (N=488)	136	7	ef_3_109483
list_ALL_noLOADneg.121 (N=488)	131	7	ef_3_111360
list_ALL_noLOADneg.121 (N=488)	158	46	vf_3_112691
list_ALL_noLOADneg.121 (N=488)	245	13	vf_3_112692
list_ALL_noLOADneg.121 (N=488)	100	28	ef_3_112694
list_ALL_noLOADneg.121 (N=488)	177	37	vf_3_112695
list_ALL_noLOADneg.121 (N=488)	231	101	vf_3_113277
list_ALL_noLOADneg.121 (N=488)	184	43	vf_3_113282
list_ALL_noLOADneg.121 (N=488)	301	32	vf_3_113288
list_ALL_noLOADneg.121 (N=488)	165	53	ef_3_113910
list_ALL_noLOADneg.121 (N=488)	224	53	vf_3_121220
list_ALL_noLOADneg.121 (N=488)	339	43	vf_3_121221
list_ALL_noLOADneg.121 (N=488)	357	181	vf_3_121222
list_ALL_noLOADneg.121 (N=488)	274	179	ef_3_121222
list_ALL_noLOADneg.121 (N=488)	302	34	vf_3_121225
list_ALL_noLOADneg.121 (N=488)	304	329	vf_3_121226
list_ALL_noLOADneg.121 (N=488)	225	98	ef_3_121226
list_ALL_noLOADneg.121 (N=488)	244	52	vf_3_121227
list_ALL_noLOADneg.121 (N=488)	142	34	ef_3_121227
list_ALL_noLOADneg.121 (N=488)	190	73	ef_3_121228
list_ALL_noLOADneg.121 (N=488)	250	62	vf_3_121229
list_ALL_noLOADneg.121 (N=488)	119	11	ef_3_124743
list_ALL_noLOADneg.121 (N=488)	203	22	vf_3_134622
list_ALL_noLOADneg.121 (N=488)	113	17	ef_3_137441
list_ALL_noLOADneg.121 (N=488)	516	14	vf_3_137448
list_ALL_noLOADneg.121 (N=488)	470	23	vf_3_137456
list_ALL_noLOADneg.121 (N=488)	240	38	vf_3_138833
list_ALL_noLOADneg.121 (N=488)	252	48	vf_3_138835
list_ALL_noLOADneg.121 (N=488)	214	14	ef_3_147307
list_ALL_noLOADneg.121 (N=488)	303	16	ef_3_147308
list_ALL_noLOADneg.121 (N=488)	103	25	ef_3_147310
list_ALL_noLOADneg.121 (N=488)	159	14	ef_3_147314
list_ALL_noLOADneg.121 (N=488)	158	13	vf_3_42222
list_ALL_noLOADneg.121 (N=488)	216	12	vf_3_42224
list_ALL_noLOADneg.121 (N=488)	228	46	vf_3_44815
list_ALL_noLOADneg.121 (N=488)	334	8	vf_3_44820
list_ALL_noLOADneg.121 (N=488)	377	23	vf_3_44827
list_ALL_noLOADneg.121 (N=488)	181	11	vf_3_53038
list_ALL_noLOADneg.121 (N=488)	127	34	ef_3_54021
list_ALL_noLOADneg.121 (N=488)	316	13	vf_3_54024
list_ALL_noLOADneg.121 (N=488)	169	10	vf_3_56550
list_ALL_noLOADneg.121 (N=488)	296	8	vf_3_56556
list_ALL_noLOADneg.121 (N=488)	213	11	vf_3_56557
list_ALL_noLOADneg.121 (N=488)	219	22	vf_3_56558
list_ALL_noLOADneg.121 (N=488)	109	37	ef_3_56558
list_ALL_noLOADneg.121 (N=488)	103	32	ef_3_56559
list_ALL_noLOADneg.121 (N=488)	273	11	vf_3_56563
list_ALL_noLOADneg.121 (N=488)	225	9	vf_3_56569
list_ALL_noLOADneg.121 (N=488)	489	17	vf_3_56570
list_ALL_noLOADneg.121 (N=488)	198	20	vf_3_58608
list_ALL_noLOADneg.121 (N=488)	355	11	vf_3_58611
list_ALL_noLOADneg.121 (N=488)	223	21	vf_3_58617
list_ALL_noLOADneg.121 (N=488)	186	110	vf_3_58620
list_ALL_noLOADneg.121 (N=488)	159	20	vf_3_58625
list_ALL_noLOADneg.121 (N=488)	198	13	vf_3_59389
list_ALL_noLOADneg.121 (N=488)	175	76	vf_3_59392
list_ALL_noLOADneg.121 (N=488)	350	12	vf_3_59398
list_ALL_noLOADneg.121 (N=488)	175	44	vf_3_59399
list_ALL_noLOADneg.121 (N=488)	297	17	vf_3_61753
list_ALL_noLOADneg.121 (N=488)	158	41	vf_3_68928
list_ALL_noLOADneg.121 (N=488)	486	8	vf_3_68942
list_ALL_noLOADneg.121 (N=488)	291	10	vf_3_68953
list_ALL_noLOADneg.121 (N=488)	155	149	vf_3_68956
list_ALL_noLOADneg.121 (N=488)	301	131	ef_3_68956
list_ALL_noLOADneg.121 (N=488)	242	50	vf_3_68972
list_ALL_noLOADneg.121 (N=488)	279	18	vf_3_69555
list_ALL_noLOADneg.121 (N=488)	193	63	vf_3_69563
list_ALL_noLOADneg.121 (N=488)	309	15	vf_3_73938
list_ALL_noLOADneg.121 (N=488)	292	26	vf_3_74727
list_ALL_noLOADneg.121 (N=488)	436	25	vf_3_74733
list_ALL_noLOADneg.121 (N=488)	330	9	vf_3_74734
list_ALL_noLOADneg.121 (N=488)	154	25	vf_3_74735
list_ALL_noLOADneg.121 (N=488)	205	11	vf_3_74736
list_ALL_noLOADneg.121 (N=488)	165	9	vf_3_74746
list_ALL_noLOADneg.121 (N=488)	180	75	vf_3_79986
list_ALL_noLOADneg.121 (N=488)	111	12	ef_3_79986
list_ALL_noLOADneg.121 (N=488)	162	60	ef_3_80755
list_ALL_noLOADneg.121 (N=488)	192	14	vf_4_22412
list_ALL_noLOADneg.121 (N=488)	166	14	vf_4_22429
list_ALL_noLOADneg.121 (N=488)	494	12	vf_4_76779
list_ALL_noLOADneg.121 (N=488)	216	84	vf_4_76780
list_ALL_noLOADneg.121 (N=488)	231	74	vf_4_76783
list_ALL_noLOADneg.121 (N=488)	327	33	vf_4_76788
list_ALL_noLOADneg.121 (N=488)	129	37	ef_4_76791
list_ALL_noLOADneg.121 (N=488)	359	10	vf_4_77237
list_ALL_noLOADneg.121 (N=488)	255	11	vf_4_77250
list_ALL_noLOADneg.121 (N=488)	165	71	ef_4_24830
list_ALL_noLOADneg.121 (N=488)	120	34	ef_4_24831
list_ALL_noLOADneg.121 (N=488)	265	11	vf_4_81296
list_ALL_noLOADneg.121 (N=488)	172	11	vf_4_81820
list_ALL_noLOADneg.121 (N=488)	230	34	vf_4_81822
list_ALL_noLOADneg.121 (N=488)	294	34	vf_4_86614
list_ALL_noLOADneg.121 (N=488)	218	94	vf_4_86618
list_ALL_noLOADneg.121 (N=488)	125	94	ef_4_86618
list_ALL_noLOADneg.121 (N=488)	241	12	vf_4_86692
list_ALL_noLOADneg.121 (N=488)	221	20	vf_4_86704
list_ALL_noLOADneg.121 (N=488)	581	14	vf_4_90564
list_ALL_noLOADneg.121 (N=488)	101	19	ef_4_90565
list_ALL_noLOADneg.121 (N=488)	187	19	vf_4_90569
list_ALL_noLOADneg.121 (N=488)	264	102	vf_4_90575
list_ALL_noLOADneg.121 (N=488)	139	52	ef_4_90575
list_ALL_noLOADneg.121 (N=488)	317	8	vf_4_90578
list_ALL_noLOADneg.121 (N=488)	209	11	vf_4_107258
list_ALL_noLOADneg.121 (N=488)	175	47	vf_4_107262
list_ALL_noLOADneg.121 (N=488)	217	19	vf_4_113592
list_ALL_noLOADneg.121 (N=488)	162	27	vf_4_113595
list_ALL_noLOADneg.121 (N=488)	284	11	vf_4_113598
list_ALL_noLOADneg.121 (N=488)	105	49	ef_4_113603
list_ALL_noLOADneg.121 (N=488)	165	53	vf_4_113799
list_ALL_noLOADneg.121 (N=488)	192	31	vf_4_115651
list_ALL_noLOADneg.121 (N=488)	198	16	vf_4_115656
list_ALL_noLOADneg.121 (N=488)	201	25	vf_4_115659
list_ALL_noLOADneg.121 (N=488)	251	11	vf_4_8414
list_ALL_noLOADneg.121 (N=488)	182	43	vf_4_8417
list_ALL_noLOADneg.121 (N=488)	257	8	vf_4_8418
list_ALL_noLOADneg.121 (N=488)	308	62	vf_4_8420
list_ALL_noLOADneg.121 (N=488)	153	41	vf_4_8422
list_ALL_noLOADneg.121 (N=488)	163	25	vf_4_8425
list_ALL_noLOADneg.121 (N=488)	174	26	vf_4_13605
list_ALL_noLOADneg.121 (N=488)	350	12	vf_4_13606
list_ALL_noLOADneg.121 (N=488)	201	19	vf_4_13608
list_ALL_noLOADneg.121 (N=488)	278	47	vf_4_13609
list_ALL_noLOADneg.121 (N=488)	188	44	ef_4_13618
list_ALL_noLOADneg.121 (N=488)	133	84	ef_4_14073
list_ALL_noLOADneg.121 (N=488)	409	11	vf_4_14074
list_ALL_noLOADneg.121 (N=488)	349	8	vf_4_14078
list_ALL_noLOADneg.121 (N=488)	165	18	vf_4_14080
list_ALL_noLOADneg.121 (N=488)	330	20	ef_4_14091
list_ALL_noLOADneg.121 (N=488)	342	10	vf_4_14047
list_ALL_noLOADneg.121 (N=488)	260	11	vf_4_14058
list_ALL_noLOADneg.121 (N=488)	190	26	vf_4_14060
list_ALL_noLOADneg.121 (N=488)	200	12	vf_4_14063
list_ALL_noLOADneg.121 (N=488)	297	20	vf_4_14394
list_ALL_noLOADneg.121 (N=488)	355	31	vf_4_14399
list_ALL_noLOADneg.121 (N=488)	356	10	vf_4_14400
list_ALL_noLOADneg.121 (N=488)	247	19	vf_4_20417
list_ALL_noLOADneg.121 (N=488)	209	65	ef_4_20426
list_ALL_noLOADneg.121 (N=488)	259	8	vf_4_23320
list_ALL_noLOADneg.121 (N=488)	336	15	vf_4_23322
list_ALL_noLOADneg.121 (N=488)	114	22	ef_4_23323
list_ALL_noLOADneg.121 (N=488)	194	179	vf_4_27779
list_ALL_noLOADneg.121 (N=488)	154	86	vf_4_27784
list_ALL_noLOADneg.121 (N=488)	209	15	vf_4_30914
list_ALL_noLOADneg.121 (N=488)	251	11	vf_4_30916
list_ALL_noLOADneg.121 (N=488)	250	19	vf_4_30928
list_ALL_noLOADneg.121 (N=488)	196	36	vf_4_30934
list_ALL_noLOADneg.121 (N=488)	315	8	vf_4_30935
list_ALL_noLOADneg.121 (N=488)	280	13	vf_4_31290
list_ALL_noLOADneg.121 (N=488)	189	13	vf_4_31296
list_ALL_noLOADneg.121 (N=488)	194	112	vf_4_33618
list_ALL_noLOADneg.121 (N=488)	209	180	vf_4_33620
list_ALL_noLOADneg.121 (N=488)	170	62	vf_4_33623
list_ALL_noLOADneg.121 (N=488)	175	91	vf_4_33624
list_ALL_noLOADneg.121 (N=488)	433	63	vf_4_39215
list_ALL_noLOADneg.121 (N=488)	262	54	vf_4_39217
list_ALL_noLOADneg.121 (N=488)	320	34	vf_4_43883
list_ALL_noLOADneg.121 (N=488)	197	46	vf_4_43886
list_ALL_noLOADneg.121 (N=488)	178	53	vf_4_43897
list_ALL_noLOADneg.121 (N=488)	170	17	vf_4_43899
list_ALL_noLOADneg.121 (N=488)	240	47	vf_4_45109
list_ALL_noLOADneg.121 (N=488)	481	12	vf_4_45115
list_ALL_noLOADneg.121 (N=488)	207	51	vf_4_46393
list_ALL_noLOADneg.121 (N=488)	252	70	vf_4_46398
list_ALL_noLOADneg.121 (N=488)	201	36	vf_4_63871
list_ALL_noLOADneg.121 (N=488)	178	15	vf_4_68717
list_ALL_noLOADneg.121 (N=488)	249	8	vf_4_68719
list_ALL_noLOADneg.121 (N=488)	185	13	vf_4_68721
list_ALL_noLOADneg.121 (N=488)	173	18	vf_4_68727
list_ALL_noLOADneg.121 (N=488)	255	12	vf_4_68731
list_ALL_noLOADneg.121 (N=488)	151	32	vf_5_124312
list_ALL_noLOADneg.121 (N=488)	113	13	ef_5_124322
list_ALL_noLOADneg.121 (N=488)	302	10	vf_5_125993
list_ALL_noLOADneg.121 (N=488)	178	26	vf_5_156070
list_ALL_noLOADneg.121 (N=488)	171	26	vf_5_156352
list_ALL_noLOADneg.121 (N=488)	176	10	vf_5_156354
list_ALL_noLOADneg.121 (N=488)	103	7	ef_5_42047
list_ALL_noLOADneg.121 (N=488)	253	63	vf_5_42052
list_ALL_noLOADneg.121 (N=488)	873	10	vf_5_42590
list_ALL_noLOADneg.121 (N=488)	161	10	vf_5_42592
list_ALL_noLOADneg.121 (N=488)	218	9	vf_5_42594
list_ALL_noLOADneg.121 (N=488)	208	9	vf_5_43480
list_ALL_noLOADneg.121 (N=488)	132	40	ef_5_43481
list_ALL_noLOADneg.121 (N=488)	260	95	ef_5_43483
list_ALL_noLOADneg.121 (N=488)	173	57	vf_5_72028
list_ALL_noLOADneg.121 (N=488)	171	38	vf_5_117498
list_ALL_noLOADneg.121 (N=488)	328	102	vf_5_121624
list_ALL_noLOADneg.121 (N=488)	183	20	vf_5_121633
list_ALL_noLOADneg.121 (N=488)	133	12	ef_5_131715
list_ALL_noLOADneg.121 (N=488)	156	35	vf_5_132280
list_ALL_noLOADneg.121 (N=488)	306	23	vf_5_132283
list_ALL_noLOADneg.121 (N=488)	204	31	vf_5_132284
list_ALL_noLOADneg.121 (N=488)	103	91	ef_5_133139
list_ALL_noLOADneg.121 (N=488)	188	43	vf_5_133143
list_ALL_noLOADneg.121 (N=488)	373	8	vf_5_141126
list_ALL_noLOADneg.121 (N=488)	215	13	vf_5_141130
list_ALL_noLOADneg.121 (N=488)	199	14	vf_5_141133
list_ALL_noLOADneg.121 (N=488)	187	41	vf_5_141138
list_ALL_noLOADneg.121 (N=488)	182	58	ef_5_141144
list_ALL_noLOADneg.121 (N=488)	250	60	vf_5_141599
list_ALL_noLOADneg.121 (N=488)	154	12	vf_5_150651
list_ALL_noLOADneg.121 (N=488)	465	16	vf_5_150653
list_ALL_noLOADneg.121 (N=488)	252	18	vf_5_150654
list_ALL_noLOADneg.121 (N=488)	342	14	vf_5_150657
list_ALL_noLOADneg.121 (N=488)	199	54	vf_5_150658
list_ALL_noLOADneg.121 (N=488)	232	9	vf_5_158873
list_ALL_noLOADneg.121 (N=488)	209	15	vf_5_159328
list_ALL_noLOADneg.121 (N=488)	116	15	ef_5_159339
list_ALL_noLOADneg.121 (N=488)	323	8	vf_5_161397
list_ALL_noLOADneg.121 (N=488)	284	11	vf_5_161403
list_ALL_noLOADneg.121 (N=488)	153	58	ef_5_161405
list_ALL_noLOADneg.121 (N=488)	219	49	vf_5_161405
list_ALL_noLOADneg.121 (N=488)	246	19	vf_5_161406
list_ALL_noLOADneg.121 (N=488)	153	14	vf_5_21492
list_ALL_noLOADneg.121 (N=488)	185	12	vf_5_21493
list_ALL_noLOADneg.121 (N=488)	266	11	vf_5_29036
list_ALL_noLOADneg.121 (N=488)	248	102	ef_5_29038
list_ALL_noLOADneg.121 (N=488)	112	85	ef_5_29524
list_ALL_noLOADneg.121 (N=488)	115	38	ef_5_30228
