LIST	SCORE	LENGTH	NAME
list_ALL_noLOADneg.121.L40-400 (N=169)	228	46	vf_3_44815
list_ALL_noLOADneg.121.L40-400 (N=169)	186	110	vf_3_58620
list_ALL_noLOADneg.121.L40-400 (N=169)	175	76	vf_3_59392
list_ALL_noLOADneg.121.L40-400 (N=169)	175	44	vf_3_59399
list_ALL_noLOADneg.121.L40-400 (N=169)	158	41	vf_3_68928
list_ALL_noLOADneg.121.L40-400 (N=169)	155	149	vf_3_68956
list_ALL_noLOADneg.121.L40-400 (N=169)	301	131	ef_3_68956
list_ALL_noLOADneg.121.L40-400 (N=169)	242	50	vf_3_68972
list_ALL_noLOADneg.121.L40-400 (N=169)	193	63	vf_3_69563
list_ALL_noLOADneg.121.L40-400 (N=169)	180	75	vf_3_79986
list_ALL_noLOADneg.121.L40-400 (N=169)	162	60	ef_3_80755
list_ALL_noLOADneg.121.L40-400 (N=169)	216	84	vf_4_76780
list_ALL_noLOADneg.121.L40-400 (N=169)	231	74	vf_4_76783
list_ALL_noLOADneg.121.L40-400 (N=169)	165	71	ef_4_24830
list_ALL_noLOADneg.121.L40-400 (N=169)	218	94	vf_4_86618
list_ALL_noLOADneg.121.L40-400 (N=169)	125	94	ef_4_86618
list_ALL_noLOADneg.121.L40-400 (N=169)	264	102	vf_4_90575
list_ALL_noLOADneg.121.L40-400 (N=169)	139	52	ef_4_90575
list_ALL_noLOADneg.121.L40-400 (N=169)	175	47	vf_4_107262
list_ALL_noLOADneg.121.L40-400 (N=169)	105	49	ef_4_113603
list_ALL_noLOADneg.121.L40-400 (N=169)	165	53	vf_4_113799
list_ALL_noLOADneg.121.L40-400 (N=169)	182	43	vf_4_8417
list_ALL_noLOADneg.121.L40-400 (N=169)	308	62	vf_4_8420
list_ALL_noLOADneg.121.L40-400 (N=169)	153	41	vf_4_8422
list_ALL_noLOADneg.121.L40-400 (N=169)	278	47	vf_4_13609
list_ALL_noLOADneg.121.L40-400 (N=169)	188	44	ef_4_13618
list_ALL_noLOADneg.121.L40-400 (N=169)	133	84	ef_4_14073
list_ALL_noLOADneg.121.L40-400 (N=169)	209	65	ef_4_20426
list_ALL_noLOADneg.121.L40-400 (N=169)	194	179	vf_4_27779
list_ALL_noLOADneg.121.L40-400 (N=169)	154	86	vf_4_27784
list_ALL_noLOADneg.121.L40-400 (N=169)	194	112	vf_4_33618
list_ALL_noLOADneg.121.L40-400 (N=169)	209	180	vf_4_33620
list_ALL_noLOADneg.121.L40-400 (N=169)	170	62	vf_4_33623
list_ALL_noLOADneg.121.L40-400 (N=169)	175	91	vf_4_33624
list_ALL_noLOADneg.121.L40-400 (N=169)	433	63	vf_4_39215
list_ALL_noLOADneg.121.L40-400 (N=169)	262	54	vf_4_39217
list_ALL_noLOADneg.121.L40-400 (N=169)	197	46	vf_4_43886
list_ALL_noLOADneg.121.L40-400 (N=169)	178	53	vf_4_43897
list_ALL_noLOADneg.121.L40-400 (N=169)	240	47	vf_4_45109
list_ALL_noLOADneg.121.L40-400 (N=169)	207	51	vf_4_46393
list_ALL_noLOADneg.121.L40-400 (N=169)	252	70	vf_4_46398
list_ALL_noLOADneg.121.L40-400 (N=169)	253	63	vf_5_42052
list_ALL_noLOADneg.121.L40-400 (N=169)	132	40	ef_5_43481
list_ALL_noLOADneg.121.L40-400 (N=169)	260	95	ef_5_43483
list_ALL_noLOADneg.121.L40-400 (N=169)	173	57	vf_5_72028
list_ALL_noLOADneg.121.L40-400 (N=169)	328	102	vf_5_121624
list_ALL_noLOADneg.121.L40-400 (N=169)	103	91	ef_5_133139
list_ALL_noLOADneg.121.L40-400 (N=169)	188	43	vf_5_133143
list_ALL_noLOADneg.121.L40-400 (N=169)	187	41	vf_5_141138
list_ALL_noLOADneg.121.L40-400 (N=169)	182	58	ef_5_141144
list_ALL_noLOADneg.121.L40-400 (N=169)	250	60	vf_5_141599
list_ALL_noLOADneg.121.L40-400 (N=169)	199	54	vf_5_150658
list_ALL_noLOADneg.121.L40-400 (N=169)	153	58	ef_5_161405
list_ALL_noLOADneg.121.L40-400 (N=169)	219	49	vf_5_161405
list_ALL_noLOADneg.121.L40-400 (N=169)	248	102	ef_5_29038
list_ALL_noLOADneg.121.L40-400 (N=169)	112	85	ef_5_29524
list_ALL_noLOADneg.121.L40-400 (N=169)	154	65	vf_5_30230
list_ALL_noLOADneg.121.L40-400 (N=169)	220	40	vf_5_31906
list_ALL_noLOADneg.121.L40-400 (N=169)	156	119	vf_5_31908
list_ALL_noLOADneg.121.L40-400 (N=169)	312	90	ef_5_31908
list_ALL_noLOADneg.121.L40-400 (N=169)	241	73	vf_5_37643
list_ALL_noLOADneg.121.L40-400 (N=169)	230	260	vf_5_37644
list_ALL_noLOADneg.121.L40-400 (N=169)	357	173	ef_5_37644
list_ALL_noLOADneg.121.L40-400 (N=169)	263	131	vf_5_37645
list_ALL_noLOADneg.121.L40-400 (N=169)	231	101	ef_5_37645
list_ALL_noLOADneg.121.L40-400 (N=169)	142	73	ef_5_37656
list_ALL_noLOADneg.121.L40-400 (N=169)	156	82	vf_5_37656
list_ALL_noLOADneg.121.L40-400 (N=169)	213	64	vf_5_37657
list_ALL_noLOADneg.121.L40-400 (N=169)	167	145	vf_5_66168
list_ALL_noLOADneg.121.L40-400 (N=169)	151	88	ef_5_73398
list_ALL_noLOADneg.121.L40-400 (N=169)	200	65	vf_5_73403
list_ALL_noLOADneg.121.L40-400 (N=169)	225	47	vf_5_73404
list_ALL_noLOADneg.121.L40-400 (N=169)	152	40	vf_5_75580
list_ALL_noLOADneg.121.L40-400 (N=169)	227	84	vf_5_75581
list_ALL_noLOADneg.121.L40-400 (N=169)	173	47	vf_5_75585
list_ALL_noLOADneg.121.L40-400 (N=169)	110	73	ef_5_79609
list_ALL_noLOADneg.121.L40-400 (N=169)	373	45	vf_5_79611
list_ALL_noLOADneg.121.L40-400 (N=169)	237	79	vf_5_111137
list_ALL_noLOADneg.121.L40-400 (N=169)	255	120	vf_5_114368
