LIST	SCORE	LENGTH	NAME
list_ALL_noLOADneg.121.S201 (N=270)	314	15	vf_1_112319
list_ALL_noLOADneg.121.S201 (N=270)	399	29	vf_1_112322
list_ALL_noLOADneg.121.S201 (N=270)	270	16	vf_1_112324
list_ALL_noLOADneg.121.S201 (N=270)	247	34	vf_1_118030
list_ALL_noLOADneg.121.S201 (N=270)	208	52	vf_1_118033
list_ALL_noLOADneg.121.S201 (N=270)	502	43	vf_1_119922
list_ALL_noLOADneg.121.S201 (N=270)	270	64	ef_1_119924
list_ALL_noLOADneg.121.S201 (N=270)	241	22	vf_1_119925
list_ALL_noLOADneg.121.S201 (N=270)	223	49	vf_2_88258
list_ALL_noLOADneg.121.S201 (N=270)	263	17	vf_2_90484
list_ALL_noLOADneg.121.S201 (N=270)	227	8	vf_2_93659
list_ALL_noLOADneg.121.S201 (N=270)	246	38	vf_2_98110
list_ALL_noLOADneg.121.S201 (N=270)	406	12	vf_2_98115
list_ALL_noLOADneg.121.S201 (N=270)	583	14	vf_2_101762
list_ALL_noLOADneg.121.S201 (N=270)	222	74	vf_2_101764
list_ALL_noLOADneg.121.S201 (N=270)	236	10	vf_2_114860
list_ALL_noLOADneg.121.S201 (N=270)	510	10	vf_2_3460
list_ALL_noLOADneg.121.S201 (N=270)	225	13	vf_2_3472
list_ALL_noLOADneg.121.S201 (N=270)	277	16	vf_2_3473
list_ALL_noLOADneg.121.S201 (N=270)	246	49	vf_2_3475
list_ALL_noLOADneg.121.S201 (N=270)	204	35	vf_2_3490
list_ALL_noLOADneg.121.S201 (N=270)	368	8	vf_2_13480
list_ALL_noLOADneg.121.S201 (N=270)	264	8	vf_2_13482
list_ALL_noLOADneg.121.S201 (N=270)	363	17	vf_2_13484
list_ALL_noLOADneg.121.S201 (N=270)	227	14	vf_2_19540
list_ALL_noLOADneg.121.S201 (N=270)	610	14	vf_2_19545
list_ALL_noLOADneg.121.S201 (N=270)	206	21	vf_2_41263
list_ALL_noLOADneg.121.S201 (N=270)	305	28	vf_2_41990
list_ALL_noLOADneg.121.S201 (N=270)	425	101	ef_2_46317
list_ALL_noLOADneg.121.S201 (N=270)	449	17	vf_2_50809
list_ALL_noLOADneg.121.S201 (N=270)	276	26	vf_2_50810
list_ALL_noLOADneg.121.S201 (N=270)	238	115	vf_2_53148
list_ALL_noLOADneg.121.S201 (N=270)	204	247	vf_2_53153
list_ALL_noLOADneg.121.S201 (N=270)	263	8	vf_2_61665
list_ALL_noLOADneg.121.S201 (N=270)	315	134	vf_2_61666
list_ALL_noLOADneg.121.S201 (N=270)	234	14	vf_2_72490
list_ALL_noLOADneg.121.S201 (N=270)	300	116	ef_2_77509
list_ALL_noLOADneg.121.S201 (N=270)	209	12	vf_2_77511
list_ALL_noLOADneg.121.S201 (N=270)	236	45	vf_2_77993
list_ALL_noLOADneg.121.S201 (N=270)	402	32	vf_3_144190
list_ALL_noLOADneg.121.S201 (N=270)	208	32	ef_3_144190
list_ALL_noLOADneg.121.S201 (N=270)	275	49	vf_3_144193
list_ALL_noLOADneg.121.S201 (N=270)	209	26	vf_3_144198
list_ALL_noLOADneg.121.S201 (N=270)	208	8	vf_3_39634
list_ALL_noLOADneg.121.S201 (N=270)	448	54	vf_3_87598
list_ALL_noLOADneg.121.S201 (N=270)	248	11	vf_3_87605
list_ALL_noLOADneg.121.S201 (N=270)	229	114	vf_3_98088
list_ALL_noLOADneg.121.S201 (N=270)	321	8	vf_3_98089
list_ALL_noLOADneg.121.S201 (N=270)	518	12	vf_3_98091
list_ALL_noLOADneg.121.S201 (N=270)	277	37	vf_3_98095
list_ALL_noLOADneg.121.S201 (N=270)	328	8	vf_3_98096
list_ALL_noLOADneg.121.S201 (N=270)	237	113	vf_3_106793
list_ALL_noLOADneg.121.S201 (N=270)	227	126	ef_3_106793
list_ALL_noLOADneg.121.S201 (N=270)	304	29	vf_3_106795
list_ALL_noLOADneg.121.S201 (N=270)	379	8	vf_3_109478
list_ALL_noLOADneg.121.S201 (N=270)	245	13	vf_3_112692
list_ALL_noLOADneg.121.S201 (N=270)	231	101	vf_3_113277
list_ALL_noLOADneg.121.S201 (N=270)	301	32	vf_3_113288
list_ALL_noLOADneg.121.S201 (N=270)	224	53	vf_3_121220
list_ALL_noLOADneg.121.S201 (N=270)	339	43	vf_3_121221
list_ALL_noLOADneg.121.S201 (N=270)	357	181	vf_3_121222
list_ALL_noLOADneg.121.S201 (N=270)	274	179	ef_3_121222
list_ALL_noLOADneg.121.S201 (N=270)	302	34	vf_3_121225
list_ALL_noLOADneg.121.S201 (N=270)	304	329	vf_3_121226
list_ALL_noLOADneg.121.S201 (N=270)	225	98	ef_3_121226
list_ALL_noLOADneg.121.S201 (N=270)	244	52	vf_3_121227
list_ALL_noLOADneg.121.S201 (N=270)	250	62	vf_3_121229
list_ALL_noLOADneg.121.S201 (N=270)	203	22	vf_3_134622
list_ALL_noLOADneg.121.S201 (N=270)	516	14	vf_3_137448
list_ALL_noLOADneg.121.S201 (N=270)	470	23	vf_3_137456
list_ALL_noLOADneg.121.S201 (N=270)	240	38	vf_3_138833
list_ALL_noLOADneg.121.S201 (N=270)	252	48	vf_3_138835
list_ALL_noLOADneg.121.S201 (N=270)	214	14	ef_3_147307
list_ALL_noLOADneg.121.S201 (N=270)	303	16	ef_3_147308
list_ALL_noLOADneg.121.S201 (N=270)	216	12	vf_3_42224
list_ALL_noLOADneg.121.S201 (N=270)	228	46	vf_3_44815
list_ALL_noLOADneg.121.S201 (N=270)	334	8	vf_3_44820
list_ALL_noLOADneg.121.S201 (N=270)	377	23	vf_3_44827
list_ALL_noLOADneg.121.S201 (N=270)	316	13	vf_3_54024
list_ALL_noLOADneg.121.S201 (N=270)	296	8	vf_3_56556
list_ALL_noLOADneg.121.S201 (N=270)	213	11	vf_3_56557
list_ALL_noLOADneg.121.S201 (N=270)	219	22	vf_3_56558
list_ALL_noLOADneg.121.S201 (N=270)	273	11	vf_3_56563
list_ALL_noLOADneg.121.S201 (N=270)	225	9	vf_3_56569
list_ALL_noLOADneg.121.S201 (N=270)	489	17	vf_3_56570
list_ALL_noLOADneg.121.S201 (N=270)	355	11	vf_3_58611
list_ALL_noLOADneg.121.S201 (N=270)	223	21	vf_3_58617
list_ALL_noLOADneg.121.S201 (N=270)	350	12	vf_3_59398
list_ALL_noLOADneg.121.S201 (N=270)	297	17	vf_3_61753
list_ALL_noLOADneg.121.S201 (N=270)	486	8	vf_3_68942
list_ALL_noLOADneg.121.S201 (N=270)	291	10	vf_3_68953
list_ALL_noLOADneg.121.S201 (N=270)	301	131	ef_3_68956
list_ALL_noLOADneg.121.S201 (N=270)	242	50	vf_3_68972
list_ALL_noLOADneg.121.S201 (N=270)	279	18	vf_3_69555
list_ALL_noLOADneg.121.S201 (N=270)	309	15	vf_3_73938
list_ALL_noLOADneg.121.S201 (N=270)	292	26	vf_3_74727
list_ALL_noLOADneg.121.S201 (N=270)	436	25	vf_3_74733
list_ALL_noLOADneg.121.S201 (N=270)	330	9	vf_3_74734
list_ALL_noLOADneg.121.S201 (N=270)	205	11	vf_3_74736
list_ALL_noLOADneg.121.S201 (N=270)	494	12	vf_4_76779
list_ALL_noLOADneg.121.S201 (N=270)	216	84	vf_4_76780
list_ALL_noLOADneg.121.S201 (N=270)	231	74	vf_4_76783
list_ALL_noLOADneg.121.S201 (N=270)	327	33	vf_4_76788
list_ALL_noLOADneg.121.S201 (N=270)	359	10	vf_4_77237
list_ALL_noLOADneg.121.S201 (N=270)	255	11	vf_4_77250
list_ALL_noLOADneg.121.S201 (N=270)	265	11	vf_4_81296
list_ALL_noLOADneg.121.S201 (N=270)	230	34	vf_4_81822
list_ALL_noLOADneg.121.S201 (N=270)	294	34	vf_4_86614
list_ALL_noLOADneg.121.S201 (N=270)	218	94	vf_4_86618
list_ALL_noLOADneg.121.S201 (N=270)	241	12	vf_4_86692
list_ALL_noLOADneg.121.S201 (N=270)	221	20	vf_4_86704
list_ALL_noLOADneg.121.S201 (N=270)	581	14	vf_4_90564
list_ALL_noLOADneg.121.S201 (N=270)	264	102	vf_4_90575
list_ALL_noLOADneg.121.S201 (N=270)	317	8	vf_4_90578
list_ALL_noLOADneg.121.S201 (N=270)	209	11	vf_4_107258
list_ALL_noLOADneg.121.S201 (N=270)	217	19	vf_4_113592
list_ALL_noLOADneg.121.S201 (N=270)	284	11	vf_4_113598
list_ALL_noLOADneg.121.S201 (N=270)	201	25	vf_4_115659
list_ALL_noLOADneg.121.S201 (N=270)	251	11	vf_4_8414
list_ALL_noLOADneg.121.S201 (N=270)	257	8	vf_4_8418
list_ALL_noLOADneg.121.S201 (N=270)	308	62	vf_4_8420
list_ALL_noLOADneg.121.S201 (N=270)	350	12	vf_4_13606
list_ALL_noLOADneg.121.S201 (N=270)	201	19	vf_4_13608
list_ALL_noLOADneg.121.S201 (N=270)	278	47	vf_4_13609
list_ALL_noLOADneg.121.S201 (N=270)	409	11	vf_4_14074
list_ALL_noLOADneg.121.S201 (N=270)	349	8	vf_4_14078
list_ALL_noLOADneg.121.S201 (N=270)	330	20	ef_4_14091
list_ALL_noLOADneg.121.S201 (N=270)	342	10	vf_4_14047
list_ALL_noLOADneg.121.S201 (N=270)	260	11	vf_4_14058
list_ALL_noLOADneg.121.S201 (N=270)	297	20	vf_4_14394
list_ALL_noLOADneg.121.S201 (N=270)	355	31	vf_4_14399
list_ALL_noLOADneg.121.S201 (N=270)	356	10	vf_4_14400
list_ALL_noLOADneg.121.S201 (N=270)	247	19	vf_4_20417
list_ALL_noLOADneg.121.S201 (N=270)	209	65	ef_4_20426
list_ALL_noLOADneg.121.S201 (N=270)	259	8	vf_4_23320
list_ALL_noLOADneg.121.S201 (N=270)	336	15	vf_4_23322
list_ALL_noLOADneg.121.S201 (N=270)	209	15	vf_4_30914
list_ALL_noLOADneg.121.S201 (N=270)	251	11	vf_4_30916
list_ALL_noLOADneg.121.S201 (N=270)	250	19	vf_4_30928
list_ALL_noLOADneg.121.S201 (N=270)	315	8	vf_4_30935
list_ALL_noLOADneg.121.S201 (N=270)	280	13	vf_4_31290
list_ALL_noLOADneg.121.S201 (N=270)	209	180	vf_4_33620
list_ALL_noLOADneg.121.S201 (N=270)	433	63	vf_4_39215
list_ALL_noLOADneg.121.S201 (N=270)	262	54	vf_4_39217
list_ALL_noLOADneg.121.S201 (N=270)	320	34	vf_4_43883
list_ALL_noLOADneg.121.S201 (N=270)	240	47	vf_4_45109
list_ALL_noLOADneg.121.S201 (N=270)	481	12	vf_4_45115
list_ALL_noLOADneg.121.S201 (N=270)	207	51	vf_4_46393
list_ALL_noLOADneg.121.S201 (N=270)	252	70	vf_4_46398
list_ALL_noLOADneg.121.S201 (N=270)	201	36	vf_4_63871
list_ALL_noLOADneg.121.S201 (N=270)	249	8	vf_4_68719
list_ALL_noLOADneg.121.S201 (N=270)	255	12	vf_4_68731
list_ALL_noLOADneg.121.S201 (N=270)	302	10	vf_5_125993
list_ALL_noLOADneg.121.S201 (N=270)	253	63	vf_5_42052
list_ALL_noLOADneg.121.S201 (N=270)	873	10	vf_5_42590
list_ALL_noLOADneg.121.S201 (N=270)	218	9	vf_5_42594
list_ALL_noLOADneg.121.S201 (N=270)	208	9	vf_5_43480
list_ALL_noLOADneg.121.S201 (N=270)	260	95	ef_5_43483
list_ALL_noLOADneg.121.S201 (N=270)	328	102	vf_5_121624
list_ALL_noLOADneg.121.S201 (N=270)	306	23	vf_5_132283
list_ALL_noLOADneg.121.S201 (N=270)	204	31	vf_5_132284
list_ALL_noLOADneg.121.S201 (N=270)	373	8	vf_5_141126
list_ALL_noLOADneg.121.S201 (N=270)	215	13	vf_5_141130
list_ALL_noLOADneg.121.S201 (N=270)	250	60	vf_5_141599
list_ALL_noLOADneg.121.S201 (N=270)	465	16	vf_5_150653
list_ALL_noLOADneg.121.S201 (N=270)	252	18	vf_5_150654
list_ALL_noLOADneg.121.S201 (N=270)	342	14	vf_5_150657
list_ALL_noLOADneg.121.S201 (N=270)	232	9	vf_5_158873
list_ALL_noLOADneg.121.S201 (N=270)	209	15	vf_5_159328
list_ALL_noLOADneg.121.S201 (N=270)	323	8	vf_5_161397
list_ALL_noLOADneg.121.S201 (N=270)	284	11	vf_5_161403
list_ALL_noLOADneg.121.S201 (N=270)	219	49	vf_5_161405
list_ALL_noLOADneg.121.S201 (N=270)	246	19	vf_5_161406
list_ALL_noLOADneg.121.S201 (N=270)	266	11	vf_5_29036
list_ALL_noLOADneg.121.S201 (N=270)	248	102	ef_5_29038
list_ALL_noLOADneg.121.S201 (N=270)	238	28	vf_5_30233
list_ALL_noLOADneg.121.S201 (N=270)	363	22	vf_5_30235
list_ALL_noLOADneg.121.S201 (N=270)	358	8	vf_5_30236
list_ALL_noLOADneg.121.S201 (N=270)	337	19	vf_5_30237
list_ALL_noLOADneg.121.S201 (N=270)	273	10	vf_5_31904
list_ALL_noLOADneg.121.S201 (N=270)	207	20	vf_5_31905
list_ALL_noLOADneg.121.S201 (N=270)	220	40	vf_5_31906
list_ALL_noLOADneg.121.S201 (N=270)	312	90	ef_5_31908
list_ALL_noLOADneg.121.S201 (N=270)	234	8	vf_5_34755
list_ALL_noLOADneg.121.S201 (N=270)	241	73	vf_5_37643
list_ALL_noLOADneg.121.S201 (N=270)	230	260	vf_5_37644
list_ALL_noLOADneg.121.S201 (N=270)	357	173	ef_5_37644
list_ALL_noLOADneg.121.S201 (N=270)	263	131	vf_5_37645
list_ALL_noLOADneg.121.S201 (N=270)	231	101	ef_5_37645
list_ALL_noLOADneg.121.S201 (N=270)	228	12	vf_5_37650
list_ALL_noLOADneg.121.S201 (N=270)	213	64	vf_5_37657
list_ALL_noLOADneg.121.S201 (N=270)	384	17	vf_5_45630
list_ALL_noLOADneg.121.S201 (N=270)	260	21	vf_5_45631
list_ALL_noLOADneg.121.S201 (N=270)	311	16	vf_5_50834
list_ALL_noLOADneg.121.S201 (N=270)	379	8	vf_5_53844
list_ALL_noLOADneg.121.S201 (N=270)	210	16	vf_5_61999
list_ALL_noLOADneg.121.S201 (N=270)	357	14	vf_5_62004
list_ALL_noLOADneg.121.S201 (N=270)	294	18	vf_5_62005
list_ALL_noLOADneg.121.S201 (N=270)	254	14	vf_5_62006
list_ALL_noLOADneg.121.S201 (N=270)	279	13	vf_5_62008
list_ALL_noLOADneg.121.S201 (N=270)	346	33	vf_5_73396
list_ALL_noLOADneg.121.S201 (N=270)	388	8	vf_5_73397
list_ALL_noLOADneg.121.S201 (N=270)	483	17	vf_5_73398
list_ALL_noLOADneg.121.S201 (N=270)	386	10	vf_5_73400
list_ALL_noLOADneg.121.S201 (N=270)	225	47	vf_5_73404
list_ALL_noLOADneg.121.S201 (N=270)	321	26	vf_5_73405
list_ALL_noLOADneg.121.S201 (N=270)	203	11	vf_5_73406
list_ALL_noLOADneg.121.S201 (N=270)	342	16	vf_5_75341
list_ALL_noLOADneg.121.S201 (N=270)	227	84	vf_5_75581
list_ALL_noLOADneg.121.S201 (N=270)	373	45	vf_5_79611
list_ALL_noLOADneg.121.S201 (N=270)	217	16	vf_5_81984
list_ALL_noLOADneg.121.S201 (N=270)	206	17	vf_5_81994
list_ALL_noLOADneg.121.S201 (N=270)	219	13	vf_5_106492
list_ALL_noLOADneg.121.S201 (N=270)	206	11	vf_5_111133
list_ALL_noLOADneg.121.S201 (N=270)	237	79	vf_5_111137
list_ALL_noLOADneg.121.S201 (N=270)	244	8	vf_5_113923
list_ALL_noLOADneg.121.S201 (N=270)	255	120	vf_5_114368
list_ALL_noLOADneg.121.S201 (N=270)	293	19	vf_5_114372
