LIST	SCORE	LENGTH	NAME
list_ALL_noLOADneg.121.L6-300 (N=487)	132	48	ef_1_164407
list_ALL_noLOADneg.121.L6-300 (N=487)	477	13	vf_1_164408
list_ALL_noLOADneg.121.L6-300 (N=487)	263	9	vf_1_172384
list_ALL_noLOADneg.121.L6-300 (N=487)	110	22	ef_1_172405
list_ALL_noLOADneg.121.L6-300 (N=487)	137	25	ef_1_178469
list_ALL_noLOADneg.121.L6-300 (N=487)	287	8	vf_1_178472
list_ALL_noLOADneg.121.L6-300 (N=487)	212	30	vf_1_193113
list_ALL_noLOADneg.121.L6-300 (N=487)	296	8	vf_1_193117
list_ALL_noLOADneg.121.L6-300 (N=487)	190	82	vf_1_193127
list_ALL_noLOADneg.121.L6-300 (N=487)	334	14	vf_1_195742
list_ALL_noLOADneg.121.L6-300 (N=487)	285	68	vf_1_195743
list_ALL_noLOADneg.121.L6-300 (N=487)	500	20	vf_1_195745
list_ALL_noLOADneg.121.L6-300 (N=487)	214	43	vf_1_195746
list_ALL_noLOADneg.121.L6-300 (N=487)	173	32	vf_1_195751
list_ALL_noLOADneg.121.L6-300 (N=487)	182	44	vf_1_198434
list_ALL_noLOADneg.121.L6-300 (N=487)	191	11	vf_1_199074
list_ALL_noLOADneg.121.L6-300 (N=487)	254	11	vf_1_199076
list_ALL_noLOADneg.121.L6-300 (N=487)	202	44	ef_1_2086
list_ALL_noLOADneg.121.L6-300 (N=487)	241	28	vf_1_2088
list_ALL_noLOADneg.121.L6-300 (N=487)	264	18	vf_1_26778
list_ALL_noLOADneg.121.L6-300 (N=487)	255	80	vf_1_26784
list_ALL_noLOADneg.121.L6-300 (N=487)	167	24	vf_1_26789
list_ALL_noLOADneg.121.L6-300 (N=487)	142	70	ef_1_30601
list_ALL_noLOADneg.121.L6-300 (N=487)	170	53	vf_1_30607
list_ALL_noLOADneg.121.L6-300 (N=487)	186	24	vf_1_30609
list_ALL_noLOADneg.121.L6-300 (N=487)	100	43	ef_1_30613
list_ALL_noLOADneg.121.L6-300 (N=487)	289	19	vf_1_30614
list_ALL_noLOADneg.121.L6-300 (N=487)	177	62	ef_1_30615
list_ALL_noLOADneg.121.L6-300 (N=487)	189	26	vf_1_33531
list_ALL_noLOADneg.121.L6-300 (N=487)	116	92	ef_1_33532
list_ALL_noLOADneg.121.L6-300 (N=487)	241	12	vf_1_34276
list_ALL_noLOADneg.121.L6-300 (N=487)	779	27	vf_1_34294
list_ALL_noLOADneg.121.L6-300 (N=487)	215	44	vf_1_34295
list_ALL_noLOADneg.121.L6-300 (N=487)	239	57	vf_1_34298
list_ALL_noLOADneg.121.L6-300 (N=487)	163	8	vf_1_37321
list_ALL_noLOADneg.121.L6-300 (N=487)	178	37	vf_1_39450
list_ALL_noLOADneg.121.L6-300 (N=487)	390	233	ef_1_39451
list_ALL_noLOADneg.121.L6-300 (N=487)	226	23	vf_1_39453
list_ALL_noLOADneg.121.L6-300 (N=487)	157	133	vf_1_39454
list_ALL_noLOADneg.121.L6-300 (N=487)	252	71	vf_1_39455
list_ALL_noLOADneg.121.L6-300 (N=487)	365	19	vf_1_39456
list_ALL_noLOADneg.121.L6-300 (N=487)	287	60	vf_1_39457
list_ALL_noLOADneg.121.L6-300 (N=487)	285	71	vf_1_39458
list_ALL_noLOADneg.121.L6-300 (N=487)	106	40	ef_1_39458
list_ALL_noLOADneg.121.L6-300 (N=487)	309	62	vf_1_39460
list_ALL_noLOADneg.121.L6-300 (N=487)	315	8	vf_1_42480
list_ALL_noLOADneg.121.L6-300 (N=487)	166	16	vf_1_42481
list_ALL_noLOADneg.121.L6-300 (N=487)	181	21	vf_1_42484
list_ALL_noLOADneg.121.L6-300 (N=487)	297	31	ef_1_44651
list_ALL_noLOADneg.121.L6-300 (N=487)	108	20	ef_1_44654
list_ALL_noLOADneg.121.L6-300 (N=487)	137	10	ef_1_44655
list_ALL_noLOADneg.121.L6-300 (N=487)	219	33	ef_1_44656
list_ALL_noLOADneg.121.L6-300 (N=487)	537	34	ef_1_44657
list_ALL_noLOADneg.121.L6-300 (N=487)	201	61	vf_1_49127
list_ALL_noLOADneg.121.L6-300 (N=487)	135	60	ef_1_49127
list_ALL_noLOADneg.121.L6-300 (N=487)	218	11	vf_1_49130
list_ALL_noLOADneg.121.L6-300 (N=487)	173	11	vf_1_50100
list_ALL_noLOADneg.121.L6-300 (N=487)	176	36	ef_1_58820
list_ALL_noLOADneg.121.L6-300 (N=487)	247	11	vf_1_58830
list_ALL_noLOADneg.121.L6-300 (N=487)	170	12	vf_1_61867
list_ALL_noLOADneg.121.L6-300 (N=487)	121	26	ef_1_61867
list_ALL_noLOADneg.121.L6-300 (N=487)	234	23	vf_1_63107
list_ALL_noLOADneg.121.L6-300 (N=487)	101	45	ef_1_81846
list_ALL_noLOADneg.121.L6-300 (N=487)	337	37	vf_1_82624
list_ALL_noLOADneg.121.L6-300 (N=487)	193	132	vf_1_105704
list_ALL_noLOADneg.121.L6-300 (N=487)	234	44	vf_1_105705
list_ALL_noLOADneg.121.L6-300 (N=487)	192	28	ef_1_112316
list_ALL_noLOADneg.121.L6-300 (N=487)	314	15	vf_1_112319
list_ALL_noLOADneg.121.L6-300 (N=487)	399	29	vf_1_112322
list_ALL_noLOADneg.121.L6-300 (N=487)	270	16	vf_1_112324
list_ALL_noLOADneg.121.L6-300 (N=487)	187	46	vf_1_112329
list_ALL_noLOADneg.121.L6-300 (N=487)	247	34	vf_1_118030
list_ALL_noLOADneg.121.L6-300 (N=487)	208	52	vf_1_118033
list_ALL_noLOADneg.121.L6-300 (N=487)	502	43	vf_1_119922
list_ALL_noLOADneg.121.L6-300 (N=487)	168	34	vf_1_119923
list_ALL_noLOADneg.121.L6-300 (N=487)	127	27	ef_1_119923
list_ALL_noLOADneg.121.L6-300 (N=487)	178	77	vf_1_119924
list_ALL_noLOADneg.121.L6-300 (N=487)	270	64	ef_1_119924
list_ALL_noLOADneg.121.L6-300 (N=487)	241	22	vf_1_119925
list_ALL_noLOADneg.121.L6-300 (N=487)	169	8	vf_1_137235
list_ALL_noLOADneg.121.L6-300 (N=487)	223	49	vf_2_88258
list_ALL_noLOADneg.121.L6-300 (N=487)	123	9	ef_2_79192
list_ALL_noLOADneg.121.L6-300 (N=487)	169	44	vf_2_79200
list_ALL_noLOADneg.121.L6-300 (N=487)	189	15	vf_2_90478
list_ALL_noLOADneg.121.L6-300 (N=487)	263	17	vf_2_90484
list_ALL_noLOADneg.121.L6-300 (N=487)	157	41	vf_2_91000
list_ALL_noLOADneg.121.L6-300 (N=487)	185	10	vf_2_93653
list_ALL_noLOADneg.121.L6-300 (N=487)	150	41	vf_2_93657
list_ALL_noLOADneg.121.L6-300 (N=487)	227	8	vf_2_93659
list_ALL_noLOADneg.121.L6-300 (N=487)	115	13	ef_2_93673
list_ALL_noLOADneg.121.L6-300 (N=487)	246	38	vf_2_98110
list_ALL_noLOADneg.121.L6-300 (N=487)	406	12	vf_2_98115
list_ALL_noLOADneg.121.L6-300 (N=487)	153	76	vf_2_98119
list_ALL_noLOADneg.121.L6-300 (N=487)	121	59	ef_2_101762
list_ALL_noLOADneg.121.L6-300 (N=487)	583	14	vf_2_101762
list_ALL_noLOADneg.121.L6-300 (N=487)	222	74	vf_2_101764
list_ALL_noLOADneg.121.L6-300 (N=487)	236	10	vf_2_114860
list_ALL_noLOADneg.121.L6-300 (N=487)	510	10	vf_2_3460
list_ALL_noLOADneg.121.L6-300 (N=487)	225	13	vf_2_3472
list_ALL_noLOADneg.121.L6-300 (N=487)	277	16	vf_2_3473
list_ALL_noLOADneg.121.L6-300 (N=487)	246	49	vf_2_3475
list_ALL_noLOADneg.121.L6-300 (N=487)	197	10	vf_2_3479
list_ALL_noLOADneg.121.L6-300 (N=487)	204	35	vf_2_3490
list_ALL_noLOADneg.121.L6-300 (N=487)	195	10	vf_2_7250
list_ALL_noLOADneg.121.L6-300 (N=487)	368	8	vf_2_13480
list_ALL_noLOADneg.121.L6-300 (N=487)	264	8	vf_2_13482
list_ALL_noLOADneg.121.L6-300 (N=487)	363	17	vf_2_13484
list_ALL_noLOADneg.121.L6-300 (N=487)	123	25	ef_2_13498
list_ALL_noLOADneg.121.L6-300 (N=487)	175	23	vf_2_13498
list_ALL_noLOADneg.121.L6-300 (N=487)	193	29	vf_2_18244
list_ALL_noLOADneg.121.L6-300 (N=487)	164	119	vf_2_19537
list_ALL_noLOADneg.121.L6-300 (N=487)	122	45	ef_2_19539
list_ALL_noLOADneg.121.L6-300 (N=487)	227	14	vf_2_19540
list_ALL_noLOADneg.121.L6-300 (N=487)	194	88	vf_2_19544
list_ALL_noLOADneg.121.L6-300 (N=487)	610	14	vf_2_19545
list_ALL_noLOADneg.121.L6-300 (N=487)	195	55	vf_2_26542
list_ALL_noLOADneg.121.L6-300 (N=487)	206	21	vf_2_41263
list_ALL_noLOADneg.121.L6-300 (N=487)	305	28	vf_2_41990
list_ALL_noLOADneg.121.L6-300 (N=487)	102	20	ef_2_41993
list_ALL_noLOADneg.121.L6-300 (N=487)	175	44	vf_2_41995
list_ALL_noLOADneg.121.L6-300 (N=487)	425	101	ef_2_46317
list_ALL_noLOADneg.121.L6-300 (N=487)	449	17	vf_2_50809
list_ALL_noLOADneg.121.L6-300 (N=487)	276	26	vf_2_50810
list_ALL_noLOADneg.121.L6-300 (N=487)	134	65	ef_2_52525
list_ALL_noLOADneg.121.L6-300 (N=487)	238	115	vf_2_53148
list_ALL_noLOADneg.121.L6-300 (N=487)	156	211	vf_2_53152
list_ALL_noLOADneg.121.L6-300 (N=487)	204	247	vf_2_53153
list_ALL_noLOADneg.121.L6-300 (N=487)	130	144	ef_2_53153
list_ALL_noLOADneg.121.L6-300 (N=487)	198	10	vf_2_61664
list_ALL_noLOADneg.121.L6-300 (N=487)	263	8	vf_2_61665
list_ALL_noLOADneg.121.L6-300 (N=487)	315	134	vf_2_61666
list_ALL_noLOADneg.121.L6-300 (N=487)	115	10	ef_2_70947
list_ALL_noLOADneg.121.L6-300 (N=487)	182	8	vf_2_70947
list_ALL_noLOADneg.121.L6-300 (N=487)	117	39	ef_2_70955
list_ALL_noLOADneg.121.L6-300 (N=487)	170	43	vf_2_70956
list_ALL_noLOADneg.121.L6-300 (N=487)	164	8	vf_2_71745
list_ALL_noLOADneg.121.L6-300 (N=487)	152	15	vf_2_72476
list_ALL_noLOADneg.121.L6-300 (N=487)	192	14	vf_2_72482
list_ALL_noLOADneg.121.L6-300 (N=487)	234	14	vf_2_72490
list_ALL_noLOADneg.121.L6-300 (N=487)	199	168	vf_2_72494
list_ALL_noLOADneg.121.L6-300 (N=487)	182	118	vf_2_77509
list_ALL_noLOADneg.121.L6-300 (N=487)	300	116	ef_2_77509
list_ALL_noLOADneg.121.L6-300 (N=487)	209	12	vf_2_77511
list_ALL_noLOADneg.121.L6-300 (N=487)	173	9	vf_3_89508
list_ALL_noLOADneg.121.L6-300 (N=487)	402	32	vf_3_144190
list_ALL_noLOADneg.121.L6-300 (N=487)	208	32	ef_3_144190
list_ALL_noLOADneg.121.L6-300 (N=487)	158	31	vf_3_144191
list_ALL_noLOADneg.121.L6-300 (N=487)	126	16	ef_3_144192
list_ALL_noLOADneg.121.L6-300 (N=487)	275	49	vf_3_144193
list_ALL_noLOADneg.121.L6-300 (N=487)	209	26	vf_3_144198
list_ALL_noLOADneg.121.L6-300 (N=487)	208	8	vf_3_39634
list_ALL_noLOADneg.121.L6-300 (N=487)	172	70	ef_3_39638
list_ALL_noLOADneg.121.L6-300 (N=487)	165	38	vf_3_39641
list_ALL_noLOADneg.121.L6-300 (N=487)	196	20	vf_3_39645
list_ALL_noLOADneg.121.L6-300 (N=487)	164	96	vf_3_39648
list_ALL_noLOADneg.121.L6-300 (N=487)	121	13	ef_3_87597
list_ALL_noLOADneg.121.L6-300 (N=487)	448	54	vf_3_87598
list_ALL_noLOADneg.121.L6-300 (N=487)	248	11	vf_3_87605
list_ALL_noLOADneg.121.L6-300 (N=487)	229	114	vf_3_98088
list_ALL_noLOADneg.121.L6-300 (N=487)	321	8	vf_3_98089
list_ALL_noLOADneg.121.L6-300 (N=487)	161	45	vf_3_98090
list_ALL_noLOADneg.121.L6-300 (N=487)	518	12	vf_3_98091
list_ALL_noLOADneg.121.L6-300 (N=487)	277	37	vf_3_98095
list_ALL_noLOADneg.121.L6-300 (N=487)	328	8	vf_3_98096
list_ALL_noLOADneg.121.L6-300 (N=487)	163	29	vf_3_98097
list_ALL_noLOADneg.121.L6-300 (N=487)	153	50	vf_3_98098
list_ALL_noLOADneg.121.L6-300 (N=487)	121	70	ef_3_98099
list_ALL_noLOADneg.121.L6-300 (N=487)	181	33	vf_3_98103
list_ALL_noLOADneg.121.L6-300 (N=487)	184	11	vf_3_99834
list_ALL_noLOADneg.121.L6-300 (N=487)	188	37	vf_3_106790
list_ALL_noLOADneg.121.L6-300 (N=487)	237	113	vf_3_106793
list_ALL_noLOADneg.121.L6-300 (N=487)	227	126	ef_3_106793
list_ALL_noLOADneg.121.L6-300 (N=487)	304	29	vf_3_106795
list_ALL_noLOADneg.121.L6-300 (N=487)	103	14	ef_3_109478
list_ALL_noLOADneg.121.L6-300 (N=487)	379	8	vf_3_109478
list_ALL_noLOADneg.121.L6-300 (N=487)	136	7	ef_3_109483
list_ALL_noLOADneg.121.L6-300 (N=487)	131	7	ef_3_111360
list_ALL_noLOADneg.121.L6-300 (N=487)	158	46	vf_3_112691
list_ALL_noLOADneg.121.L6-300 (N=487)	245	13	vf_3_112692
list_ALL_noLOADneg.121.L6-300 (N=487)	100	28	ef_3_112694
list_ALL_noLOADneg.121.L6-300 (N=487)	177	37	vf_3_112695
list_ALL_noLOADneg.121.L6-300 (N=487)	231	101	vf_3_113277
list_ALL_noLOADneg.121.L6-300 (N=487)	184	43	vf_3_113282
list_ALL_noLOADneg.121.L6-300 (N=487)	301	32	vf_3_113288
list_ALL_noLOADneg.121.L6-300 (N=487)	165	53	ef_3_113910
list_ALL_noLOADneg.121.L6-300 (N=487)	224	53	vf_3_121220
list_ALL_noLOADneg.121.L6-300 (N=487)	339	43	vf_3_121221
list_ALL_noLOADneg.121.L6-300 (N=487)	357	181	vf_3_121222
list_ALL_noLOADneg.121.L6-300 (N=487)	274	179	ef_3_121222
list_ALL_noLOADneg.121.L6-300 (N=487)	302	34	vf_3_121225
list_ALL_noLOADneg.121.L6-300 (N=487)	225	98	ef_3_121226
list_ALL_noLOADneg.121.L6-300 (N=487)	244	52	vf_3_121227
list_ALL_noLOADneg.121.L6-300 (N=487)	142	34	ef_3_121227
list_ALL_noLOADneg.121.L6-300 (N=487)	190	73	ef_3_121228
list_ALL_noLOADneg.121.L6-300 (N=487)	250	62	vf_3_121229
list_ALL_noLOADneg.121.L6-300 (N=487)	119	11	ef_3_124743
list_ALL_noLOADneg.121.L6-300 (N=487)	203	22	vf_3_134622
list_ALL_noLOADneg.121.L6-300 (N=487)	113	17	ef_3_137441
list_ALL_noLOADneg.121.L6-300 (N=487)	516	14	vf_3_137448
list_ALL_noLOADneg.121.L6-300 (N=487)	470	23	vf_3_137456
list_ALL_noLOADneg.121.L6-300 (N=487)	240	38	vf_3_138833
list_ALL_noLOADneg.121.L6-300 (N=487)	252	48	vf_3_138835
list_ALL_noLOADneg.121.L6-300 (N=487)	214	14	ef_3_147307
list_ALL_noLOADneg.121.L6-300 (N=487)	303	16	ef_3_147308
list_ALL_noLOADneg.121.L6-300 (N=487)	103	25	ef_3_147310
list_ALL_noLOADneg.121.L6-300 (N=487)	159	14	ef_3_147314
list_ALL_noLOADneg.121.L6-300 (N=487)	158	13	vf_3_42222
list_ALL_noLOADneg.121.L6-300 (N=487)	216	12	vf_3_42224
list_ALL_noLOADneg.121.L6-300 (N=487)	228	46	vf_3_44815
list_ALL_noLOADneg.121.L6-300 (N=487)	334	8	vf_3_44820
list_ALL_noLOADneg.121.L6-300 (N=487)	377	23	vf_3_44827
list_ALL_noLOADneg.121.L6-300 (N=487)	181	11	vf_3_53038
list_ALL_noLOADneg.121.L6-300 (N=487)	127	34	ef_3_54021
list_ALL_noLOADneg.121.L6-300 (N=487)	316	13	vf_3_54024
list_ALL_noLOADneg.121.L6-300 (N=487)	169	10	vf_3_56550
list_ALL_noLOADneg.121.L6-300 (N=487)	296	8	vf_3_56556
list_ALL_noLOADneg.121.L6-300 (N=487)	213	11	vf_3_56557
list_ALL_noLOADneg.121.L6-300 (N=487)	219	22	vf_3_56558
list_ALL_noLOADneg.121.L6-300 (N=487)	109	37	ef_3_56558
list_ALL_noLOADneg.121.L6-300 (N=487)	103	32	ef_3_56559
list_ALL_noLOADneg.121.L6-300 (N=487)	273	11	vf_3_56563
list_ALL_noLOADneg.121.L6-300 (N=487)	225	9	vf_3_56569
list_ALL_noLOADneg.121.L6-300 (N=487)	489	17	vf_3_56570
list_ALL_noLOADneg.121.L6-300 (N=487)	198	20	vf_3_58608
list_ALL_noLOADneg.121.L6-300 (N=487)	355	11	vf_3_58611
list_ALL_noLOADneg.121.L6-300 (N=487)	223	21	vf_3_58617
list_ALL_noLOADneg.121.L6-300 (N=487)	186	110	vf_3_58620
list_ALL_noLOADneg.121.L6-300 (N=487)	159	20	vf_3_58625
list_ALL_noLOADneg.121.L6-300 (N=487)	198	13	vf_3_59389
list_ALL_noLOADneg.121.L6-300 (N=487)	175	76	vf_3_59392
list_ALL_noLOADneg.121.L6-300 (N=487)	350	12	vf_3_59398
list_ALL_noLOADneg.121.L6-300 (N=487)	175	44	vf_3_59399
list_ALL_noLOADneg.121.L6-300 (N=487)	297	17	vf_3_61753
list_ALL_noLOADneg.121.L6-300 (N=487)	158	41	vf_3_68928
list_ALL_noLOADneg.121.L6-300 (N=487)	486	8	vf_3_68942
list_ALL_noLOADneg.121.L6-300 (N=487)	291	10	vf_3_68953
list_ALL_noLOADneg.121.L6-300 (N=487)	155	149	vf_3_68956
list_ALL_noLOADneg.121.L6-300 (N=487)	301	131	ef_3_68956
list_ALL_noLOADneg.121.L6-300 (N=487)	242	50	vf_3_68972
list_ALL_noLOADneg.121.L6-300 (N=487)	279	18	vf_3_69555
list_ALL_noLOADneg.121.L6-300 (N=487)	193	63	vf_3_69563
list_ALL_noLOADneg.121.L6-300 (N=487)	309	15	vf_3_73938
list_ALL_noLOADneg.121.L6-300 (N=487)	292	26	vf_3_74727
list_ALL_noLOADneg.121.L6-300 (N=487)	436	25	vf_3_74733
list_ALL_noLOADneg.121.L6-300 (N=487)	330	9	vf_3_74734
list_ALL_noLOADneg.121.L6-300 (N=487)	154	25	vf_3_74735
list_ALL_noLOADneg.121.L6-300 (N=487)	205	11	vf_3_74736
list_ALL_noLOADneg.121.L6-300 (N=487)	165	9	vf_3_74746
list_ALL_noLOADneg.121.L6-300 (N=487)	180	75	vf_3_79986
list_ALL_noLOADneg.121.L6-300 (N=487)	111	12	ef_3_79986
list_ALL_noLOADneg.121.L6-300 (N=487)	162	60	ef_3_80755
list_ALL_noLOADneg.121.L6-300 (N=487)	192	14	vf_4_22412
list_ALL_noLOADneg.121.L6-300 (N=487)	166	14	vf_4_22429
list_ALL_noLOADneg.121.L6-300 (N=487)	494	12	vf_4_76779
list_ALL_noLOADneg.121.L6-300 (N=487)	216	84	vf_4_76780
list_ALL_noLOADneg.121.L6-300 (N=487)	231	74	vf_4_76783
list_ALL_noLOADneg.121.L6-300 (N=487)	327	33	vf_4_76788
list_ALL_noLOADneg.121.L6-300 (N=487)	129	37	ef_4_76791
list_ALL_noLOADneg.121.L6-300 (N=487)	359	10	vf_4_77237
list_ALL_noLOADneg.121.L6-300 (N=487)	255	11	vf_4_77250
list_ALL_noLOADneg.121.L6-300 (N=487)	165	71	ef_4_24830
list_ALL_noLOADneg.121.L6-300 (N=487)	120	34	ef_4_24831
list_ALL_noLOADneg.121.L6-300 (N=487)	265	11	vf_4_81296
list_ALL_noLOADneg.121.L6-300 (N=487)	172	11	vf_4_81820
list_ALL_noLOADneg.121.L6-300 (N=487)	230	34	vf_4_81822
list_ALL_noLOADneg.121.L6-300 (N=487)	294	34	vf_4_86614
list_ALL_noLOADneg.121.L6-300 (N=487)	218	94	vf_4_86618
list_ALL_noLOADneg.121.L6-300 (N=487)	125	94	ef_4_86618
list_ALL_noLOADneg.121.L6-300 (N=487)	241	12	vf_4_86692
list_ALL_noLOADneg.121.L6-300 (N=487)	221	20	vf_4_86704
list_ALL_noLOADneg.121.L6-300 (N=487)	581	14	vf_4_90564
list_ALL_noLOADneg.121.L6-300 (N=487)	101	19	ef_4_90565
list_ALL_noLOADneg.121.L6-300 (N=487)	187	19	vf_4_90569
list_ALL_noLOADneg.121.L6-300 (N=487)	264	102	vf_4_90575
list_ALL_noLOADneg.121.L6-300 (N=487)	139	52	ef_4_90575
list_ALL_noLOADneg.121.L6-300 (N=487)	317	8	vf_4_90578
list_ALL_noLOADneg.121.L6-300 (N=487)	209	11	vf_4_107258
list_ALL_noLOADneg.121.L6-300 (N=487)	175	47	vf_4_107262
list_ALL_noLOADneg.121.L6-300 (N=487)	217	19	vf_4_113592
list_ALL_noLOADneg.121.L6-300 (N=487)	162	27	vf_4_113595
list_ALL_noLOADneg.121.L6-300 (N=487)	284	11	vf_4_113598
list_ALL_noLOADneg.121.L6-300 (N=487)	105	49	ef_4_113603
list_ALL_noLOADneg.121.L6-300 (N=487)	165	53	vf_4_113799
list_ALL_noLOADneg.121.L6-300 (N=487)	192	31	vf_4_115651
list_ALL_noLOADneg.121.L6-300 (N=487)	198	16	vf_4_115656
list_ALL_noLOADneg.121.L6-300 (N=487)	201	25	vf_4_115659
list_ALL_noLOADneg.121.L6-300 (N=487)	251	11	vf_4_8414
list_ALL_noLOADneg.121.L6-300 (N=487)	182	43	vf_4_8417
list_ALL_noLOADneg.121.L6-300 (N=487)	257	8	vf_4_8418
list_ALL_noLOADneg.121.L6-300 (N=487)	308	62	vf_4_8420
list_ALL_noLOADneg.121.L6-300 (N=487)	153	41	vf_4_8422
list_ALL_noLOADneg.121.L6-300 (N=487)	163	25	vf_4_8425
list_ALL_noLOADneg.121.L6-300 (N=487)	174	26	vf_4_13605
list_ALL_noLOADneg.121.L6-300 (N=487)	350	12	vf_4_13606
list_ALL_noLOADneg.121.L6-300 (N=487)	201	19	vf_4_13608
list_ALL_noLOADneg.121.L6-300 (N=487)	278	47	vf_4_13609
list_ALL_noLOADneg.121.L6-300 (N=487)	188	44	ef_4_13618
list_ALL_noLOADneg.121.L6-300 (N=487)	133	84	ef_4_14073
list_ALL_noLOADneg.121.L6-300 (N=487)	409	11	vf_4_14074
list_ALL_noLOADneg.121.L6-300 (N=487)	349	8	vf_4_14078
list_ALL_noLOADneg.121.L6-300 (N=487)	165	18	vf_4_14080
list_ALL_noLOADneg.121.L6-300 (N=487)	330	20	ef_4_14091
list_ALL_noLOADneg.121.L6-300 (N=487)	342	10	vf_4_14047
list_ALL_noLOADneg.121.L6-300 (N=487)	260	11	vf_4_14058
list_ALL_noLOADneg.121.L6-300 (N=487)	190	26	vf_4_14060
list_ALL_noLOADneg.121.L6-300 (N=487)	200	12	vf_4_14063
list_ALL_noLOADneg.121.L6-300 (N=487)	297	20	vf_4_14394
list_ALL_noLOADneg.121.L6-300 (N=487)	355	31	vf_4_14399
list_ALL_noLOADneg.121.L6-300 (N=487)	356	10	vf_4_14400
list_ALL_noLOADneg.121.L6-300 (N=487)	247	19	vf_4_20417
list_ALL_noLOADneg.121.L6-300 (N=487)	209	65	ef_4_20426
list_ALL_noLOADneg.121.L6-300 (N=487)	259	8	vf_4_23320
list_ALL_noLOADneg.121.L6-300 (N=487)	336	15	vf_4_23322
list_ALL_noLOADneg.121.L6-300 (N=487)	114	22	ef_4_23323
list_ALL_noLOADneg.121.L6-300 (N=487)	194	179	vf_4_27779
list_ALL_noLOADneg.121.L6-300 (N=487)	154	86	vf_4_27784
list_ALL_noLOADneg.121.L6-300 (N=487)	209	15	vf_4_30914
list_ALL_noLOADneg.121.L6-300 (N=487)	251	11	vf_4_30916
list_ALL_noLOADneg.121.L6-300 (N=487)	250	19	vf_4_30928
list_ALL_noLOADneg.121.L6-300 (N=487)	196	36	vf_4_30934
list_ALL_noLOADneg.121.L6-300 (N=487)	315	8	vf_4_30935
list_ALL_noLOADneg.121.L6-300 (N=487)	280	13	vf_4_31290
list_ALL_noLOADneg.121.L6-300 (N=487)	189	13	vf_4_31296
list_ALL_noLOADneg.121.L6-300 (N=487)	194	112	vf_4_33618
list_ALL_noLOADneg.121.L6-300 (N=487)	209	180	vf_4_33620
list_ALL_noLOADneg.121.L6-300 (N=487)	170	62	vf_4_33623
list_ALL_noLOADneg.121.L6-300 (N=487)	175	91	vf_4_33624
list_ALL_noLOADneg.121.L6-300 (N=487)	433	63	vf_4_39215
list_ALL_noLOADneg.121.L6-300 (N=487)	262	54	vf_4_39217
list_ALL_noLOADneg.121.L6-300 (N=487)	320	34	vf_4_43883
list_ALL_noLOADneg.121.L6-300 (N=487)	197	46	vf_4_43886
list_ALL_noLOADneg.121.L6-300 (N=487)	178	53	vf_4_43897
list_ALL_noLOADneg.121.L6-300 (N=487)	170	17	vf_4_43899
list_ALL_noLOADneg.121.L6-300 (N=487)	240	47	vf_4_45109
list_ALL_noLOADneg.121.L6-300 (N=487)	481	12	vf_4_45115
list_ALL_noLOADneg.121.L6-300 (N=487)	207	51	vf_4_46393
list_ALL_noLOADneg.121.L6-300 (N=487)	252	70	vf_4_46398
