LIST	SCORE	LENGTH	NAME
allgenesArray.121.S415 (N=1803)	420	8	vf_1_13278
allgenesArray.121.S415 (N=1803)	436	14	vf_1_13423
allgenesArray.121.S415 (N=1803)	477	12	vf_1_13449
allgenesArray.121.S415 (N=1803)	484	8	vf_1_13951
allgenesArray.121.S415 (N=1803)	573	13	vf_1_27148
allgenesArray.121.S415 (N=1803)	450	37	vf_1_27592
allgenesArray.121.S415 (N=1803)	489	8	vf_1_27649
allgenesArray.121.S415 (N=1803)	450	17	vf_1_28256
allgenesArray.121.S415 (N=1803)	490	45	vf_1_28906
allgenesArray.121.S415 (N=1803)	458	16	vf_1_29363
allgenesArray.121.S415 (N=1803)	492	29	vf_1_29967
allgenesArray.121.S415 (N=1803)	507	17	vf_1_29983
allgenesArray.121.S415 (N=1803)	531	14	vf_1_54075
allgenesArray.121.S415 (N=1803)	516	14	vf_1_54179
allgenesArray.121.S415 (N=1803)	576	8	vf_1_54189
allgenesArray.121.S415 (N=1803)	455	13	vf_1_54610
allgenesArray.121.S415 (N=1803)	586	20	vf_1_55221
allgenesArray.121.S415 (N=1803)	422	16	vf_1_55627
allgenesArray.121.S415 (N=1803)	484	16	vf_1_55765
allgenesArray.121.S415 (N=1803)	639	16	vf_1_55791
allgenesArray.121.S415 (N=1803)	434	14	vf_1_56195
allgenesArray.121.S415 (N=1803)	533	16	vf_1_56852
allgenesArray.121.S415 (N=1803)	532	11	vf_1_57029
allgenesArray.121.S415 (N=1803)	439	16	vf_1_57067
allgenesArray.121.S415 (N=1803)	470	27	ef_1_57228
allgenesArray.121.S415 (N=1803)	429	8	vf_1_57372
allgenesArray.121.S415 (N=1803)	418	62	vf_1_57455
allgenesArray.121.S415 (N=1803)	509	12	vf_1_88225
allgenesArray.121.S415 (N=1803)	493	18	vf_1_88252
allgenesArray.121.S415 (N=1803)	512	16	vf_1_88584
allgenesArray.121.S415 (N=1803)	450	62	vf_1_88595
allgenesArray.121.S415 (N=1803)	435	169	vf_1_88603
allgenesArray.121.S415 (N=1803)	445	19	vf_1_88639
allgenesArray.121.S415 (N=1803)	494	25	vf_1_88837
allgenesArray.121.S415 (N=1803)	471	8	vf_1_88845
allgenesArray.121.S415 (N=1803)	416	8	vf_1_89102
allgenesArray.121.S415 (N=1803)	478	21	vf_1_89103
allgenesArray.121.S415 (N=1803)	561	8	vf_1_89543
allgenesArray.121.S415 (N=1803)	546	20	vf_1_89692
allgenesArray.121.S415 (N=1803)	417	30	vf_1_89981
allgenesArray.121.S415 (N=1803)	463	64	vf_1_90208
allgenesArray.121.S415 (N=1803)	477	31	vf_1_90690
allgenesArray.121.S415 (N=1803)	432	11	vf_1_90746
allgenesArray.121.S415 (N=1803)	428	14	vf_1_90791
allgenesArray.121.S415 (N=1803)	448	8	vf_1_91012
allgenesArray.121.S415 (N=1803)	422	22	vf_1_120218
allgenesArray.121.S415 (N=1803)	616	14	vf_1_120228
allgenesArray.121.S415 (N=1803)	458	8	vf_1_120510
allgenesArray.121.S415 (N=1803)	487	13	vf_1_120543
allgenesArray.121.S415 (N=1803)	588	10	vf_1_120664
allgenesArray.121.S415 (N=1803)	470	14	vf_1_120665
allgenesArray.121.S415 (N=1803)	461	35	ef_1_120937
allgenesArray.121.S415 (N=1803)	429	8	vf_1_120941
allgenesArray.121.S415 (N=1803)	476	8	vf_1_121057
allgenesArray.121.S415 (N=1803)	452	14	vf_1_121329
allgenesArray.121.S415 (N=1803)	530	20	vf_1_121737
allgenesArray.121.S415 (N=1803)	446	11	vf_1_121835
allgenesArray.121.S415 (N=1803)	458	18	vf_1_121843
allgenesArray.121.S415 (N=1803)	418	24	vf_1_122331
allgenesArray.121.S415 (N=1803)	868	10	vf_1_122487
allgenesArray.121.S415 (N=1803)	505	12	vf_1_122557
allgenesArray.121.S415 (N=1803)	454	8	vf_1_122611
allgenesArray.121.S415 (N=1803)	456	26	vf_1_122612
allgenesArray.121.S415 (N=1803)	489	12	vf_1_122666
allgenesArray.121.S415 (N=1803)	523	16	vf_1_123055
allgenesArray.121.S415 (N=1803)	590	10	vf_1_123065
allgenesArray.121.S415 (N=1803)	496	13	vf_1_123118
allgenesArray.121.S415 (N=1803)	420	13	vf_1_123442
allgenesArray.121.S415 (N=1803)	441	13	vf_1_139975
allgenesArray.121.S415 (N=1803)	425	22	vf_1_140105
allgenesArray.121.S415 (N=1803)	490	9	vf_1_140148
allgenesArray.121.S415 (N=1803)	606	10	vf_1_140154
allgenesArray.121.S415 (N=1803)	422	10	vf_1_140176
allgenesArray.121.S415 (N=1803)	417	13	vf_1_140244
allgenesArray.121.S415 (N=1803)	605	19	vf_1_140251
allgenesArray.121.S415 (N=1803)	539	16	vf_1_140724
allgenesArray.121.S415 (N=1803)	625	12	vf_1_141706
allgenesArray.121.S415 (N=1803)	661	18	vf_1_141919
allgenesArray.121.S415 (N=1803)	419	23	vf_1_142257
allgenesArray.121.S415 (N=1803)	799	17	vf_1_142633
allgenesArray.121.S415 (N=1803)	511	13	vf_1_142758
allgenesArray.121.S415 (N=1803)	518	8	vf_1_142790
allgenesArray.121.S415 (N=1803)	500	13	vf_1_142988
allgenesArray.121.S415 (N=1803)	462	13	vf_1_143038
allgenesArray.121.S415 (N=1803)	553	12	vf_1_143449
allgenesArray.121.S415 (N=1803)	561	8	vf_1_143741
allgenesArray.121.S415 (N=1803)	485	10	vf_1_143754
allgenesArray.121.S415 (N=1803)	455	14	vf_1_144022
allgenesArray.121.S415 (N=1803)	460	32	vf_1_144057
allgenesArray.121.S415 (N=1803)	443	8	vf_1_144092
allgenesArray.121.S415 (N=1803)	559	12	vf_1_144326
allgenesArray.121.S415 (N=1803)	431	184	ef_1_144500
allgenesArray.121.S415 (N=1803)	505	15	vf_1_145266
allgenesArray.121.S415 (N=1803)	488	10	vf_1_145364
allgenesArray.121.S415 (N=1803)	437	10	vf_1_145507
allgenesArray.121.S415 (N=1803)	448	8	vf_1_145920
allgenesArray.121.S415 (N=1803)	443	8	vf_1_146200
allgenesArray.121.S415 (N=1803)	417	9	vf_1_146854
allgenesArray.121.S415 (N=1803)	478	13	vf_1_146997
allgenesArray.121.S415 (N=1803)	516	21	vf_1_147737
allgenesArray.121.S415 (N=1803)	467	14	vf_1_148569
allgenesArray.121.S415 (N=1803)	484	8	vf_1_149385
allgenesArray.121.S415 (N=1803)	461	8	vf_1_149386
allgenesArray.121.S415 (N=1803)	515	12	vf_1_149391
allgenesArray.121.S415 (N=1803)	439	12	vf_1_149396
allgenesArray.121.S415 (N=1803)	459	166	ef_1_149557
allgenesArray.121.S415 (N=1803)	455	58	vf_1_149559
allgenesArray.121.S415 (N=1803)	468	18	vf_1_149726
allgenesArray.121.S415 (N=1803)	612	25	vf_1_149837
allgenesArray.121.S415 (N=1803)	524	25	vf_1_153289
allgenesArray.121.S415 (N=1803)	424	8	vf_1_153665
allgenesArray.121.S415 (N=1803)	446	14	vf_1_153776
allgenesArray.121.S415 (N=1803)	661	12	vf_1_153963
allgenesArray.121.S415 (N=1803)	421	18	vf_1_154348
allgenesArray.121.S415 (N=1803)	429	8	vf_1_154478
allgenesArray.121.S415 (N=1803)	788	24	vf_1_154647
allgenesArray.121.S415 (N=1803)	515	115	ef_1_155038
allgenesArray.121.S415 (N=1803)	557	14	vf_1_155271
allgenesArray.121.S415 (N=1803)	580	39	vf_1_155286
allgenesArray.121.S415 (N=1803)	426	8	vf_1_155338
allgenesArray.121.S415 (N=1803)	456	18	vf_1_155738
allgenesArray.121.S415 (N=1803)	470	10	vf_1_155791
allgenesArray.121.S415 (N=1803)	674	26	vf_1_155933
allgenesArray.121.S415 (N=1803)	445	15	vf_1_156683
allgenesArray.121.S415 (N=1803)	595	14	vf_1_157016
allgenesArray.121.S415 (N=1803)	598	13	vf_1_157245
allgenesArray.121.S415 (N=1803)	513	10	vf_1_157311
allgenesArray.121.S415 (N=1803)	619	15	vf_1_157333
allgenesArray.121.S415 (N=1803)	473	12	vf_1_157954
allgenesArray.121.S415 (N=1803)	476	35	vf_1_158129
allgenesArray.121.S415 (N=1803)	490	18	vf_1_158513
allgenesArray.121.S415 (N=1803)	507	13	vf_1_158523
allgenesArray.121.S415 (N=1803)	488	12	vf_1_158659
allgenesArray.121.S415 (N=1803)	443	8	vf_1_159844
allgenesArray.121.S415 (N=1803)	467	8	vf_1_159913
allgenesArray.121.S415 (N=1803)	463	20	vf_1_160324
allgenesArray.121.S415 (N=1803)	567	16	vf_1_160549
allgenesArray.121.S415 (N=1803)	440	16	vf_1_160607
allgenesArray.121.S415 (N=1803)	623	16	vf_1_161038
allgenesArray.121.S415 (N=1803)	466	17	vf_1_161255
allgenesArray.121.S415 (N=1803)	461	8	vf_1_161559
allgenesArray.121.S415 (N=1803)	550	34	vf_1_161726
allgenesArray.121.S415 (N=1803)	510	12	vf_1_161797
allgenesArray.121.S415 (N=1803)	452	22	vf_1_161904
allgenesArray.121.S415 (N=1803)	503	16	vf_1_161961
allgenesArray.121.S415 (N=1803)	433	8	vf_1_161975
allgenesArray.121.S415 (N=1803)	539	17	vf_1_161985
allgenesArray.121.S415 (N=1803)	437	79	ef_1_162307
allgenesArray.121.S415 (N=1803)	433	12	vf_1_162384
allgenesArray.121.S415 (N=1803)	540	11	vf_1_163148
allgenesArray.121.S415 (N=1803)	549	16	vf_1_164004
allgenesArray.121.S415 (N=1803)	455	21	vf_1_164305
allgenesArray.121.S415 (N=1803)	477	13	vf_1_164408
allgenesArray.121.S415 (N=1803)	608	11	vf_1_164684
allgenesArray.121.S415 (N=1803)	555	14	vf_1_164992
allgenesArray.121.S415 (N=1803)	449	11	vf_1_165368
allgenesArray.121.S415 (N=1803)	438	18	vf_1_165498
allgenesArray.121.S415 (N=1803)	429	8	vf_1_165928
allgenesArray.121.S415 (N=1803)	458	18	vf_1_166167
allgenesArray.121.S415 (N=1803)	421	15	vf_1_166912
allgenesArray.121.S415 (N=1803)	583	18	vf_1_167249
allgenesArray.121.S415 (N=1803)	648	18	vf_1_167774
allgenesArray.121.S415 (N=1803)	415	94	vf_1_168015
allgenesArray.121.S415 (N=1803)	416	17	vf_1_168075
allgenesArray.121.S415 (N=1803)	447	26	vf_1_168141
allgenesArray.121.S415 (N=1803)	546	10	vf_1_168756
allgenesArray.121.S415 (N=1803)	441	8	vf_1_168859
allgenesArray.121.S415 (N=1803)	595	25	vf_1_169253
allgenesArray.121.S415 (N=1803)	469	8	vf_1_169262
allgenesArray.121.S415 (N=1803)	436	13	vf_1_169309
allgenesArray.121.S415 (N=1803)	429	8	vf_1_169337
allgenesArray.121.S415 (N=1803)	484	14	vf_1_169443
allgenesArray.121.S415 (N=1803)	538	12	vf_1_169678
allgenesArray.121.S415 (N=1803)	480	14	vf_1_170080
allgenesArray.121.S415 (N=1803)	424	70	ef_1_170410
allgenesArray.121.S415 (N=1803)	421	23	vf_1_171158
allgenesArray.121.S415 (N=1803)	545	25	vf_1_171164
allgenesArray.121.S415 (N=1803)	594	19	vf_1_171201
allgenesArray.121.S415 (N=1803)	910	37	vf_1_171769
allgenesArray.121.S415 (N=1803)	420	11	vf_1_171904
allgenesArray.121.S415 (N=1803)	588	9	vf_1_172575
allgenesArray.121.S415 (N=1803)	497	43	vf_1_173160
allgenesArray.121.S415 (N=1803)	535	13	vf_1_173576
allgenesArray.121.S415 (N=1803)	462	9	vf_1_173958
allgenesArray.121.S415 (N=1803)	416	10	vf_1_173959
allgenesArray.121.S415 (N=1803)	482	8	vf_1_174163
allgenesArray.121.S415 (N=1803)	433	24	ef_1_174645
allgenesArray.121.S415 (N=1803)	508	21	vf_1_174853
allgenesArray.121.S415 (N=1803)	423	26	vf_1_175942
allgenesArray.121.S415 (N=1803)	422	20	vf_1_176015
allgenesArray.121.S415 (N=1803)	460	13	vf_1_176097
allgenesArray.121.S415 (N=1803)	596	12	vf_1_176237
allgenesArray.121.S415 (N=1803)	676	12	vf_1_176257
allgenesArray.121.S415 (N=1803)	427	17	vf_1_176484
allgenesArray.121.S415 (N=1803)	494	14	vf_1_176786
allgenesArray.121.S415 (N=1803)	440	27	vf_1_176928
allgenesArray.121.S415 (N=1803)	473	8	vf_1_177294
allgenesArray.121.S415 (N=1803)	444	14	vf_1_177847
allgenesArray.121.S415 (N=1803)	418	8	vf_1_178371
allgenesArray.121.S415 (N=1803)	445	18	vf_1_179195
allgenesArray.121.S415 (N=1803)	484	12	vf_1_179290
allgenesArray.121.S415 (N=1803)	500	13	vf_1_179589
allgenesArray.121.S415 (N=1803)	492	63	ef_1_181378
allgenesArray.121.S415 (N=1803)	497	10	vf_1_181631
allgenesArray.121.S415 (N=1803)	496	63	ef_1_181768
allgenesArray.121.S415 (N=1803)	527	10	vf_1_182094
allgenesArray.121.S415 (N=1803)	452	8	vf_1_185793
allgenesArray.121.S415 (N=1803)	485	9	vf_1_185838
allgenesArray.121.S415 (N=1803)	477	9	vf_1_185862
allgenesArray.121.S415 (N=1803)	429	91	vf_1_186287
allgenesArray.121.S415 (N=1803)	416	11	vf_1_186472
allgenesArray.121.S415 (N=1803)	441	8	vf_1_186493
allgenesArray.121.S415 (N=1803)	458	8	vf_1_186500
allgenesArray.121.S415 (N=1803)	441	8	vf_1_186612
allgenesArray.121.S415 (N=1803)	488	17	vf_1_186865
allgenesArray.121.S415 (N=1803)	533	12	vf_1_187501
allgenesArray.121.S415 (N=1803)	675	10	vf_1_187792
allgenesArray.121.S415 (N=1803)	415	12	vf_1_188209
allgenesArray.121.S415 (N=1803)	422	8	vf_1_188315
allgenesArray.121.S415 (N=1803)	455	16	vf_1_188725
allgenesArray.121.S415 (N=1803)	492	11	vf_1_189165
allgenesArray.121.S415 (N=1803)	620	12	vf_1_189525
allgenesArray.121.S415 (N=1803)	416	20	vf_1_189634
allgenesArray.121.S415 (N=1803)	458	8	vf_1_189921
allgenesArray.121.S415 (N=1803)	498	47	vf_1_190488
allgenesArray.121.S415 (N=1803)	472	18	vf_1_190576
allgenesArray.121.S415 (N=1803)	422	19	vf_1_190812
allgenesArray.121.S415 (N=1803)	422	14	vf_1_190872
allgenesArray.121.S415 (N=1803)	534	21	vf_1_191618
allgenesArray.121.S415 (N=1803)	415	15	vf_1_191846
allgenesArray.121.S415 (N=1803)	532	11	vf_1_191953
allgenesArray.121.S415 (N=1803)	503	8	vf_1_192659
allgenesArray.121.S415 (N=1803)	541	20	vf_1_192709
allgenesArray.121.S415 (N=1803)	534	19	vf_1_192769
allgenesArray.121.S415 (N=1803)	434	12	vf_1_192857
allgenesArray.121.S415 (N=1803)	508	13	vf_1_193202
allgenesArray.121.S415 (N=1803)	642	13	vf_1_193299
allgenesArray.121.S415 (N=1803)	517	18	vf_1_193623
allgenesArray.121.S415 (N=1803)	440	188	ef_1_193783
allgenesArray.121.S415 (N=1803)	572	22	vf_1_194167
allgenesArray.121.S415 (N=1803)	424	35	vf_1_194289
allgenesArray.121.S415 (N=1803)	440	10	vf_1_195280
allgenesArray.121.S415 (N=1803)	430	19	vf_1_195322
allgenesArray.121.S415 (N=1803)	418	29	vf_1_195509
allgenesArray.121.S415 (N=1803)	581	17	vf_1_195721
allgenesArray.121.S415 (N=1803)	500	20	vf_1_195745
allgenesArray.121.S415 (N=1803)	623	14	vf_1_195929
allgenesArray.121.S415 (N=1803)	473	9	vf_1_196705
allgenesArray.121.S415 (N=1803)	417	28	vf_1_197205
allgenesArray.121.S415 (N=1803)	441	8	vf_1_197500
allgenesArray.121.S415 (N=1803)	539	16	vf_1_197763
allgenesArray.121.S415 (N=1803)	440	12	vf_1_197768
allgenesArray.121.S415 (N=1803)	485	24	vf_1_198180
allgenesArray.121.S415 (N=1803)	545	11	vf_1_198881
allgenesArray.121.S415 (N=1803)	443	20	vf_1_199284
allgenesArray.121.S415 (N=1803)	445	13	vf_1_199451
allgenesArray.121.S415 (N=1803)	427	13	vf_1_199600
allgenesArray.121.S415 (N=1803)	685	17	vf_1_199956
allgenesArray.121.S415 (N=1803)	456	8	vf_1_200294
allgenesArray.121.S415 (N=1803)	715	16	vf_1_74
allgenesArray.121.S415 (N=1803)	669	16	vf_1_121
allgenesArray.121.S415 (N=1803)	446	17	vf_1_148
allgenesArray.121.S415 (N=1803)	415	19	vf_1_904
allgenesArray.121.S415 (N=1803)	471	18	vf_1_1032
allgenesArray.121.S415 (N=1803)	435	70	vf_1_1196
allgenesArray.121.S415 (N=1803)	425	21	vf_1_1198
allgenesArray.121.S415 (N=1803)	426	26	vf_1_1221
allgenesArray.121.S415 (N=1803)	666	8	vf_1_1246
allgenesArray.121.S415 (N=1803)	440	31	vf_1_1424
allgenesArray.121.S415 (N=1803)	498	12	vf_1_1762
allgenesArray.121.S415 (N=1803)	520	11	vf_1_1780
allgenesArray.121.S415 (N=1803)	675	10	vf_1_1814
allgenesArray.121.S415 (N=1803)	518	10	vf_1_1861
allgenesArray.121.S415 (N=1803)	440	11	vf_1_1996
allgenesArray.121.S415 (N=1803)	485	13	vf_1_2003
allgenesArray.121.S415 (N=1803)	416	94	ef_1_2028
allgenesArray.121.S415 (N=1803)	459	17	vf_1_2662
allgenesArray.121.S415 (N=1803)	519	348	ef_1_2692
allgenesArray.121.S415 (N=1803)	443	22	vf_1_2968
allgenesArray.121.S415 (N=1803)	488	8	vf_1_3186
allgenesArray.121.S415 (N=1803)	483	22	vf_1_3532
allgenesArray.121.S415 (N=1803)	475	15	vf_1_4409
allgenesArray.121.S415 (N=1803)	424	18	vf_1_5180
allgenesArray.121.S415 (N=1803)	629	13	vf_1_5752
allgenesArray.121.S415 (N=1803)	429	10	vf_1_6072
allgenesArray.121.S415 (N=1803)	444	13	vf_1_6212
allgenesArray.121.S415 (N=1803)	427	24	vf_1_6360
allgenesArray.121.S415 (N=1803)	460	13	vf_1_6440
allgenesArray.121.S415 (N=1803)	651	18	vf_1_6470
allgenesArray.121.S415 (N=1803)	429	10	vf_1_6534
allgenesArray.121.S415 (N=1803)	537	10	vf_1_6585
allgenesArray.121.S415 (N=1803)	582	29	vf_1_6842
allgenesArray.121.S415 (N=1803)	458	8	vf_1_6931
allgenesArray.121.S415 (N=1803)	519	10	vf_1_7250
allgenesArray.121.S415 (N=1803)	435	11	vf_1_7470
allgenesArray.121.S415 (N=1803)	719	16	vf_1_7829
allgenesArray.121.S415 (N=1803)	463	8	vf_1_7838
allgenesArray.121.S415 (N=1803)	426	8	vf_1_8053
allgenesArray.121.S415 (N=1803)	428	44	vf_1_8401
allgenesArray.121.S415 (N=1803)	513	17	vf_1_8738
allgenesArray.121.S415 (N=1803)	435	8	vf_1_8935
allgenesArray.121.S415 (N=1803)	422	22	vf_1_9017
allgenesArray.121.S415 (N=1803)	496	13	vf_1_9432
allgenesArray.121.S415 (N=1803)	444	21	vf_1_9436
allgenesArray.121.S415 (N=1803)	645	34	vf_1_9659
allgenesArray.121.S415 (N=1803)	424	16	vf_1_9863
allgenesArray.121.S415 (N=1803)	444	14	vf_1_10307
allgenesArray.121.S415 (N=1803)	574	42	vf_1_10694
allgenesArray.121.S415 (N=1803)	535	13	vf_1_10705
allgenesArray.121.S415 (N=1803)	446	14	vf_1_10707
allgenesArray.121.S415 (N=1803)	484	12	vf_1_10941
allgenesArray.121.S415 (N=1803)	548	33	vf_1_10971
allgenesArray.121.S415 (N=1803)	482	10	vf_1_11033
allgenesArray.121.S415 (N=1803)	417	11	vf_1_14540
allgenesArray.121.S415 (N=1803)	506	14	vf_1_14719
allgenesArray.121.S415 (N=1803)	435	11	vf_1_14960
allgenesArray.121.S415 (N=1803)	631	13	vf_1_15462
allgenesArray.121.S415 (N=1803)	761	17	vf_1_16174
allgenesArray.121.S415 (N=1803)	450	8	vf_1_16180
allgenesArray.121.S415 (N=1803)	429	15	vf_1_16185
allgenesArray.121.S415 (N=1803)	440	11	vf_1_16275
allgenesArray.121.S415 (N=1803)	674	334	ef_1_16635
allgenesArray.121.S415 (N=1803)	488	14	vf_1_16647
allgenesArray.121.S415 (N=1803)	478	15	vf_1_16762
allgenesArray.121.S415 (N=1803)	502	21	vf_1_16973
allgenesArray.121.S415 (N=1803)	424	12	vf_1_17016
allgenesArray.121.S415 (N=1803)	482	10	vf_1_17053
allgenesArray.121.S415 (N=1803)	454	14	vf_1_17092
allgenesArray.121.S415 (N=1803)	429	79	ef_1_17383
allgenesArray.121.S415 (N=1803)	441	12	vf_1_17447
allgenesArray.121.S415 (N=1803)	423	6	vf_1_19122
allgenesArray.121.S415 (N=1803)	439	8	vf_1_19156
allgenesArray.121.S415 (N=1803)	458	10	vf_1_19363
allgenesArray.121.S415 (N=1803)	506	175	ef_1_20653
allgenesArray.121.S415 (N=1803)	421	21	vf_1_20863
allgenesArray.121.S415 (N=1803)	437	8	vf_1_21254
allgenesArray.121.S415 (N=1803)	474	108	ef_1_25148
allgenesArray.121.S415 (N=1803)	455	45	vf_1_25520
allgenesArray.121.S415 (N=1803)	461	8	vf_1_25544
allgenesArray.121.S415 (N=1803)	489	8	vf_1_25891
allgenesArray.121.S415 (N=1803)	540	14	vf_1_25892
allgenesArray.121.S415 (N=1803)	460	19	vf_1_26891
allgenesArray.121.S415 (N=1803)	465	13	vf_1_30667
allgenesArray.121.S415 (N=1803)	421	14	vf_1_30938
allgenesArray.121.S415 (N=1803)	443	8	vf_1_31470
allgenesArray.121.S415 (N=1803)	638	10	vf_1_31963
allgenesArray.121.S415 (N=1803)	440	35	vf_1_32108
allgenesArray.121.S415 (N=1803)	425	23	vf_1_32795
allgenesArray.121.S415 (N=1803)	545	9	vf_1_33029
allgenesArray.121.S415 (N=1803)	448	8	vf_1_33123
allgenesArray.121.S415 (N=1803)	424	8	vf_1_33324
allgenesArray.121.S415 (N=1803)	458	12	vf_1_34124
allgenesArray.121.S415 (N=1803)	473	8	vf_1_34208
allgenesArray.121.S415 (N=1803)	642	11	vf_1_34238
allgenesArray.121.S415 (N=1803)	779	27	vf_1_34294
allgenesArray.121.S415 (N=1803)	500	32	vf_1_34338
allgenesArray.121.S415 (N=1803)	481	17	vf_1_34406
allgenesArray.121.S415 (N=1803)	449	14	vf_1_34640
allgenesArray.121.S415 (N=1803)	618	11	vf_1_34820
allgenesArray.121.S415 (N=1803)	420	40	vf_1_34881
allgenesArray.121.S415 (N=1803)	440	10	vf_1_35043
allgenesArray.121.S415 (N=1803)	424	33	vf_1_35228
allgenesArray.121.S415 (N=1803)	438	14	vf_1_35539
allgenesArray.121.S415 (N=1803)	428	18	vf_1_35775
allgenesArray.121.S415 (N=1803)	476	8	vf_1_36063
allgenesArray.121.S415 (N=1803)	446	18	vf_1_36264
allgenesArray.121.S415 (N=1803)	464	13	vf_1_37168
allgenesArray.121.S415 (N=1803)	458	37	vf_1_37390
allgenesArray.121.S415 (N=1803)	461	14	vf_1_37581
allgenesArray.121.S415 (N=1803)	589	17	vf_1_37882
allgenesArray.121.S415 (N=1803)	541	40	vf_1_37922
allgenesArray.121.S415 (N=1803)	483	11	vf_1_38714
allgenesArray.121.S415 (N=1803)	428	23	vf_1_38944
allgenesArray.121.S415 (N=1803)	572	23	vf_1_39755
allgenesArray.121.S415 (N=1803)	567	17	vf_1_40384
allgenesArray.121.S415 (N=1803)	461	8	vf_1_40515
allgenesArray.121.S415 (N=1803)	490	18	vf_1_40622
allgenesArray.121.S415 (N=1803)	486	10	vf_1_40659
allgenesArray.121.S415 (N=1803)	430	15	vf_1_40955
allgenesArray.121.S415 (N=1803)	671	16	vf_1_40974
allgenesArray.121.S415 (N=1803)	630	17	vf_1_41640
allgenesArray.121.S415 (N=1803)	429	8	vf_1_41651
allgenesArray.121.S415 (N=1803)	507	40	vf_1_41653
allgenesArray.121.S415 (N=1803)	485	12	vf_1_41738
allgenesArray.121.S415 (N=1803)	599	14	vf_1_41903
allgenesArray.121.S415 (N=1803)	443	26	vf_1_42164
allgenesArray.121.S415 (N=1803)	550	126	ef_1_42473
