chromosome	start	end	id	score@@peak	strand
chr1	656375	656453	ss_931	-3.33614@@656399	-
chr1	656928	656996	ss_935	-1.27155@@656928	-
chr1	662071	662126	ss_944	-3.33614@@662092	-
chr1	667973	668031	ss_952	-2.08273@@667995	-
chr1	681608	681687	ss_962	-3.02203@@681613	-
chr1	682837	682899	ss_965	-3.33614@@682860	-
chr1	683572	683622	ss_967	-2.62346@@683580	-
chr1	683869	683922	ss_970	-2.62346@@683869	-
chr1	685744	685797	ss_986	-2.62346@@685744	-
chr1	686194	686270	ss_989	-3.33614@@686194	-
chr1	688285	688346	ss_996	-3.59488@@688313	-
chr1	688550	688606	ss_998	-3.02203@@688555	-
chr1	690411	690485	ss_1007	-2.62346@@690411	-
chr1	690826	690880	ss_1008	-2.62346@@690849	-
chr1	691734	691790	ss_1012	-2.08273@@691751	-
chr1	698015	698089	ss_1018	-3.02657@@698043	-
chr1	705860	705934	ss_1029	-2.08273@@705860	-
chr1	711371	711429	ss_1034	-1.27155@@711371	-
chr1	716459	716515	ss_1057	-3.02203@@716459	-
chr1	717882	717939	ss_1070	-3.02203@@717899	-
chr1	718024	718078	ss_1072	-2.08273@@718024	-
chr1	718595	718652	ss_1075	-1.27155@@718595	-
chr1	719092	719165	ss_1076	-3.02203@@719126	-
chr1	720818	720881	ss_1085	-3.59488@@720870	-
chr1	721362	721425	ss_1090	-3.59488@@721388	-
chr1	721679	721786	ss_1093	-3.33614@@721679	-
chr1	722280	722353	ss_1098	-2.62346@@722280	-
chr1	723609	723666	ss_1104	-3.02203@@723611	-
chr1	723835	723899	ss_1106	-2.08273@@723835	-
chr1	724883	724950	ss_1110	-2.08273@@724883	-
chr1	726998	727105	ss_1123	-3.02203@@727032	-
chr1	732671	732728	ss_1133	-2.62346@@732671	-
chr1	734088	734149	ss_1145	-3.33614@@734093	-
chr1	734982	735043	ss_1154	-3.33614@@734992	-
chr1	735890	735944	ss_1165	-2.62346@@735892	-
chr1	736256	736345	ss_1171	-3.33614@@736318	-
chr1	736493	736547	ss_1175	-2.62346@@736529	-
chr1	744817	744899	ss_1189	-3.33614@@744817	-
chr1	744947	745003	ss_1190	-2.62346@@744951	-
chr1	745257	745316	ss_1192	-2.08273@@745257	-
chr1	745664	745729	ss_1196	-1.27155@@745664	-
chr1	746038	746089	ss_1198	-2.08273@@746047	-
chr1	753573	753645	ss_1202	-3.53004@@753632	-
chr1	753811	753876	ss_1205	-2.58301@@753863	-
chr1	790032	790100	ss_1231	-2.62346@@790053	-
chr1	790131	790189	ss_1232	-3.39167@@790168	-
chr1	793475	793530	ss_1235	-3.33614@@793511	-
chr1	793875	793967	ss_1238	-3.02203@@793893	-
chr1	794274	794346	ss_1242	-3.02203@@794323	-
chr1	795990	796044	ss_1248	-2.62346@@795993	-
chr1	798288	798352	ss_1254	-3.33614@@798288	-
chr1	811835	811932	ss_1264	-3.59488@@811899	-
chr1	812215	812291	ss_1265	-2.62346@@812267	-
chr1	818136	818218	ss_1275	-3.33614@@818141	-
chr1	824277	824365	ss_1297	-2.62346@@824277	-
chr1	846131	846184	ss_1312	-3.33614@@846150	-
chr1	846861	846918	ss_1315	-2.62346@@846861	-
chr1	853459	853515	ss_1320	-3.02203@@853459	-
chr1	861005	861063	ss_1325	-2.08273@@861005	-
chr1	861218	861271	ss_1326	-2.62346@@861251	-
chr1	862146	862197	ss_1329	-2.08273@@862161	-
chr1	866609	866667	ss_1336	-3.33614@@866609	-
chr1	866843	866923	ss_1337	-2.08273@@866859	-
chr1	873558	873634	ss_1363	-3.18741@@873618	-
chr1	875618	875671	ss_1374	-2.83594@@875631	-
chr1	876289	876379	ss_1375	-3.02203@@876328	-
chr1	876411	876467	ss_1376	-2.08273@@876419	-
chr1	877108	877163	ss_1378	-3.59488@@877126	-
chr1	878014	878069	ss_1381	-3.59488@@878014	-
chr1	879259	879316	ss_1388	-2.62346@@879262	-
chr1	879563	879630	ss_1392	-3.02203@@879563	-
chr1	882769	882901	ss_1405	-3.33614@@882823	-
chr1	890703	890758	ss_1420	-2.62346@@890714	-
chr1	895181	895255	ss_1433	-3.02203@@895198	-
chr1	895790	895913	ss_1440	-3.02203@@895839	-
chr1	902695	902751	ss_1455	-2.08273@@902695	-
chr1	905947	906016	ss_1458	-2.62346@@905947	-
chr1	911009	911077	ss_1467	-2.62346@@911032	-
chr1	917055	917108	ss_1470	-3.33614@@917055	-
chr1	931166	931228	ss_1480	-2.62346@@931166	-
chr1	931421	931497	ss_1481	-3.02203@@931437	-
chr1	941152	941255	ss_1486	-3.59488@@941237	-
chr1	942798	942851	ss_1493	-2.08273@@942798	-
chr1	948736	948829	ss_1503	-3.02203@@948751	-
chr1	949144	949202	ss_1504	-2.08273@@949144	-
chr1	949313	949366	ss_1505	-3.02203@@949322	-
chr1	950817	950873	ss_1510	-2.08273@@950817	-
chr1	960343	960402	ss_1519	-3.03493@@960343	-
chr1	961933	962007	ss_1520	-2.08273@@961933	-
chr1	962818	962902	ss_1530	-2.62346@@962818	-
chr1	963658	963708	ss_1535	-1.27155@@963658	-
chr1	965215	965265	ss_1543	-2.62346@@965215	-
chr1	965377	965428	ss_1545	-2.08273@@965377	-
chr1	966514	966582	ss_1553	-3.02203@@966543	-
chr1	967798	967862	ss_1557	-1.27155@@967798	-
chr1	1024623	1024689	ss_1590	-2.62346@@1024623	-
chr1	1024926	1024991	ss_1591	-2.08273@@1024926	-
chr1	1030794	1030868	ss_1595	-1.27155@@1030794	-
chr1	1031386	1031443	ss_1599	-2.62346@@1031401	-
chr1	1032804	1032856	ss_1604	-2.08273@@1032804	-
chr1	1033875	1033969	ss_1605	-3.02203@@1033937	-
chr1	1042679	1042738	ss_1608	-3.33614@@1042693	-
chr1	1045832	1045895	ss_1614	-2.62346@@1045855	-
chr1	1045932	1045989	ss_1615	-3.02203@@1045968	-
chr1	1046674	1046727	ss_1617	-3.59488@@1046683	-
chr1	1047064	1047133	ss_1620	-3.02203@@1047069	-
chr1	1048852	1048925	ss_1631	-2.62346@@1048852	-
chr1	1050867	1050919	ss_1634	-3.02203@@1050880	-
chr1	1050948	1051000	ss_1635	-1.27155@@1050948	-
chr1	1061556	1061625	ss_1641	-2.08273@@1061585	-
chr1	1061764	1061816	ss_1642	-3.02203@@1061764	-
chr1	1062288	1062348	ss_1644	-2.62346@@1062321	-
chr1	1062696	1062753	ss_1646	-2.62346@@1062696	-
chr1	1062874	1062940	ss_1647	-3.02203@@1062874	-
chr1	1066353	1066410	ss_1657	-2.62346@@1066395	-
chr1	1075456	1075530	ss_1691	-2.62346@@1075456	-
chr1	1075599	1075657	ss_1692	-1.27155@@1075599	-
chr1	1076500	1076552	ss_1697	-3.33614@@1076507	-
chr1	1077120	1077185	ss_1698	-1.27155@@1077120	-
chr1	1077515	1077638	ss_1701	-3.33614@@1077601	-
chr1	1078870	1078924	ss_1708	-1.27155@@1078870	-
chr1	1081738	1081803	ss_1718	-2.08273@@1081738	-
chr1	1082129	1082195	ss_1720	-3.59488@@1082156	-
chr1	1082436	1082515	ss_1721	-2.62346@@1082457	-
chr1	1083069	1083124	ss_1724	-2.08273@@1083074	-
chr1	1108497	1108574	ss_1737	-3.02203@@1108537	-
chr1	1120512	1120585	ss_1747	-1.27155@@1120512	-
chr1	1122273	1122347	ss_1753	-2.08273@@1122282	-
chr1	1128542	1128611	ss_1758	-3.02203@@1128553	-
chr1	1141234	1141294	ss_1772	-2.08273@@1141234	-
chr1	1143578	1143648	ss_1794	-3.02203@@1143604	-
chr1	1145298	1145357	ss_1806	-1.27155@@1145298	-
chr1	1146010	1146072	ss_1809	-2.62346@@1146032	-
chr1	1152358	1152445	ss_1847	-2.62346@@1152389	-
chr1	1153135	1153195	ss_1850	-2.62346@@1153171	-
chr1	1154423	1154477	ss_1855	-2.62346@@1154423	-
chr1	1154814	1154905	ss_1856	-2.08273@@1154853	-
chr1	1155975	1156041	ss_1866	-3.33614@@1156001	-
chr1	1179485	1179546	ss_1885	-2.62346@@1179485	-
chr1	1185578	1185642	ss_1900	-2.08273@@1185578	-
chr1	1188184	1188243	ss_1919	-3.02203@@1188205	-
chr1	1191014	1191082	ss_1938	-1.27155@@1191014	-
chr1	1210438	1210537	ss_1945	-2.83594@@1210504	-
chr1	1212216	1212266	ss_1950	-2.62346@@1212216	-
chr1	1213003	1213080	ss_1954	-3.59488@@1213050	-
chr1	1221567	1221648	ss_1964	-3.02203@@1221587	-
chr1	1222224	1222276	ss_1965	-2.08273@@1222233	-
chr1	1232917	1232971	ss_1969	-3.02203@@1232952	-
chr1	1233994	1234054	ss_1971	-2.08273@@1233994	-
chr1	1235026	1235077	ss_1978	-2.35932@@1235059	-
chr1	1246888	1246967	ss_1994	-2.08273@@1246937	-
chr1	1248349	1248399	ss_1997	-3.02203@@1248360	-
chr1	1248448	1248503	ss_1998	-2.08273@@1248448	-
chr1	1252212	1252263	ss_1999	-3.02203@@1252224	-
chr1	1255394	1255453	ss_2012	-3.59488@@1255421	-
chr1	1256327	1256380	ss_2016	-3.59488@@1256327	-
chr1	1256655	1256757	ss_2019	-3.33614@@1256701	-
chr1	1282664	1282784	ss_2039	-3.02203@@1282684	-
chr1	1284635	1284708	ss_2048	-3.59488@@1284643	-
chr1	1284800	1284867	ss_2049	-2.62346@@1284837	-
chr1	1290775	1290849	ss_2061	-3.02203@@1290775	-
chr1	1295018	1295089	ss_2065	-2.08273@@1295078	-
chr1	1305072	1305131	ss_2089	-3.02203@@1305072	-
chr1	1305191	1305314	ss_2091	-3.33614@@1305239	-
chr1	1327407	1327490	ss_2110	-2.62346@@1327407	-
chr1	1329763	1329852	ss_2118	-2.08273@@1329841	-
chr1	1330194	1330267	ss_2121	-2.62346@@1330194	-
chr1	1330487	1330573	ss_2123	-3.02203@@1330501	-
chr1	1330902	1330970	ss_2127	-3.02203@@1330937	-
chr1	1337115	1337196	ss_2143	-2.08273@@1337172	-
chr1	1343173	1343226	ss_2172	-1.27155@@1343173	-
chr1	1343492	1343547	ss_2173	-2.08273@@1343492	-
chr1	1349156	1349211	ss_2180	-2.62346@@1349156	-
chr1	1357311	1357381	ss_2194	-3.33614@@1357350	-
chr1	1357679	1357759	ss_2199	-2.25365@@1357711	-
chr1	1358125	1358187	ss_2201	-2.29387@@1358177	-
chr1	1359193	1359245	ss_2205	-2.08273@@1359241	-
chr1	1360476	1360560	ss_2209	-3.33614@@1360515	-
chr1	1362662	1362719	ss_2213	-1.27155@@1362662	-
chr1	1363387	1363454	ss_2215	-3.59488@@1363415	-
chr1	1363599	1363672	ss_2216	-2.62346@@1363601	-
chr1	1370264	1370315	ss_2251	-2.08273@@1370264	-
chr1	1371160	1371240	ss_2259	-3.02203@@1371180	-
chr1	1371900	1371955	ss_2265	-1.27155@@1371900	-
chr1	1372255	1372311	ss_2270	-1.27155@@1372255	-
chr1	1372725	1372799	ss_2272	-3.02203@@1372725	-
chr1	1372964	1373019	ss_2273	-2.62346@@1372987	-
chr1	1375466	1375527	ss_2287	-3.59488@@1375510	-
chr1	1381371	1381446	ss_2299	-3.59488@@1381380	-
chr1	1381685	1381759	ss_2301	-3.33614@@1381689	-
chr1	1387866	1387925	ss_2307	-1.27155@@1387866	-
chr1	1388282	1388359	ss_2309	-3.33614@@1388309	-
chr1	1388875	1388952	ss_2313	-2.62346@@1388929	-
chr1	1389328	1389390	ss_2316	-2.08273@@1389342	-
chr1	1390451	1390527	ss_2318	-3.02203@@1390453	-
chr1	1392345	1392397	ss_2325	-2.08273@@1392371	-
chr1	1394268	1394365	ss_2331	-3.33614@@1394343	-
chr1	1394743	1394835	ss_2334	-2.62346@@1394796	-
chr1	1395719	1395780	ss_2338	-2.62346@@1395740	-
chr1	1403749	1403822	ss_2348	-2.62346@@1403776	-
chr1	1404629	1404702	ss_2350	-1.27155@@1404629	-
chr1	1409975	1410030	ss_2360	-3.59488@@1409995	-
chr1	1414198	1414300	ss_2362	-3.59488@@1414256	-
chr1	1416861	1416938	ss_2372	-3.59488@@1416918	-
chr1	1418362	1418468	ss_2374	-2.08273@@1418383	-
chr1	1436075	1436133	ss_2402	-2.62346@@1436089	-
chr1	1439507	1439567	ss_2412	-3.02203@@1439521	-
chr1	1448949	1449012	ss_2417	-3.02203@@1448958	-
chr1	1450788	1450842	ss_2425	-3.59488@@1450797	-
chr1	1451249	1451360	ss_2428	-3.59488@@1451317	-
chr1	1451460	1451534	ss_2430	-3.59488@@1451461	-
chr1	1452343	1452404	ss_2432	-1.27155@@1452343	-
chr1	1452608	1452666	ss_2433	-1.27155@@1452608	-
chr1	1453396	1453481	ss_2434	-3.33614@@1453448	-
chr1	1453854	1453908	ss_2435	-2.62346@@1453890	-
chr1	1471395	1471456	ss_2453	-2.08273@@1471395	-
chr1	1472441	1472496	ss_2461	-2.08273@@1472444	-
chr1	1473010	1473069	ss_2465	-2.08273@@1473034	-
chr1	1473687	1473743	ss_2467	-3.59488@@1473691	-
chr1	1473867	1473934	ss_2468	-2.08273@@1473867	-
chr1	1484360	1484431	ss_2493	-3.33614@@1484373	-
chr1	1485300	1485362	ss_2502	-3.02203@@1485311	-
chr1	1488214	1488268	ss_2516	-3.02203@@1488214	-
chr1	1488667	1488719	ss_2517	-3.59488@@1488674	-
chr1	1488946	1489019	ss_2520	-3.59488@@1488994	-
chr1	1490224	1490298	ss_2525	-1.27155@@1490224	-
chr1	1490433	1490500	ss_2526	-3.33614@@1490457	-
chr1	1491030	1491103	ss_2528	-2.62346@@1491030	-
chr1	1498304	1498373	ss_2545	-3.33614@@1498353	-
chr1	1498637	1498695	ss_2546	-2.08273@@1498672	-
chr1	1499059	1499121	ss_2548	-2.08273@@1499059	-
chr1	1509362	1509446	ss_2571	-2.08273@@1509362	-
chr1	1513887	1513940	ss_2575	-2.08273@@1513887	-
chr1	1521260	1521311	ss_2592	-1.27155@@1521260	-
chr1	1524956	1525009	ss_2596	-1.72368@@1524956	-
chr1	1534164	1534266	ss_2611	-2.08273@@1534192	-
chr1	1559418	1559473	ss_2624	-3.59488@@1559418	-
chr1	1560903	1560999	ss_2626	-3.33614@@1560946	-
chr1	1583578	1583643	ss_2650	-1.72368@@1583600	-
chr1	1585792	1585913	ss_2657	-3.59488@@1585801	-
chr1	1586592	1586666	ss_2663	-2.08273@@1586615	-
chr1	1590580	1590654	ss_2666	-3.33614@@1590613	-
chr1	1594353	1594430	ss_2672	-3.59488@@1594363	-
chr1	1594669	1594722	ss_2674	-3.59488@@1594688	-
chr1	1596375	1596449	ss_2680	-3.02203@@1596405	-
chr1	1596580	1596642	ss_2681	-2.08273@@1596580	-
chr1	1601836	1601890	ss_2694	-2.08273@@1601865	-
chr1	1602266	1602321	ss_2696	-2.62346@@1602266	-
chr1	1602686	1602759	ss_2701	-2.62346@@1602686	-
chr1	1603120	1603180	ss_2703	-3.02203@@1603125	-
chr1	1603198	1603249	ss_2704	-2.62346@@1603198	-
chr1	1607888	1607943	ss_2713	-2.62346@@1607888	-
chr1	1608400	1608473	ss_2715	-2.08273@@1608400	-
chr1	1608900	1608974	ss_2719	-3.02203@@1608913	-
chr1	1611089	1611164	ss_2732	-2.08273@@1611127	-
chr1	1618879	1618950	ss_2735	-3.02203@@1618895	-
chr1	1619203	1619277	ss_2739	-3.02203@@1619243	-
chr1	1621730	1621788	ss_2757	-2.62346@@1621752	-
chr1	1622618	1622677	ss_2764	-1.27155@@1622618	-
chr1	1633236	1633287	ss_2774	-2.08273@@1633236	-
chr1	1634831	1634882	ss_2780	-2.62346@@1634831	-
chr1	1634996	1635048	ss_2782	-3.02203@@1635027	-
chr1	1641400	1641451	ss_2791	-1.27155@@1641400	-
chr1	1643087	1643149	ss_2794	-1.27155@@1643087	-
chr1	1646459	1646533	ss_2807	-2.08273@@1646459	-
chr1	1649552	1649629	ss_2823	-2.62346@@1649561	-
chr1	1653385	1653459	ss_2845	-3.33614@@1653385	-
chr1	1655847	1655907	ss_2854	-3.33614@@1655880	-
chr1	1656856	1656915	ss_2859	-2.62346@@1656856	-
chr1	1657356	1657408	ss_2863	-1.27155@@1657356	-
chr1	1658148	1658207	ss_2869	-3.59488@@1658156	-
chr1	1662983	1663036	ss_2876	-2.62346@@1662983	-
chr1	1664238	1664340	ss_2880	-3.34539@@1664279	-
chr1	1666348	1666413	ss_2886	-3.33614@@1666384	-
chr1	1666577	1666636	ss_2888	-3.02203@@1666605	-
chr1	1668652	1668702	ss_2892	-2.62346@@1668659	-
chr1	1673943	1674005	ss_2893	-2.62346@@1673943	-
chr1	1687974	1688048	ss_2903	-3.02203@@1688020	-
chr1	1688233	1688284	ss_2904	-1.27155@@1688233	-
chr1	1688625	1688690	ss_2905	-2.08273@@1688667	-
chr1	1689246	1689329	ss_2909	-3.33614@@1689276	-
chr1	1699365	1699427	ss_2919	-2.62346@@1699365	-
chr1	1701600	1701698	ss_2927	-3.33614@@1701674	-
chr1	1729589	1729642	ss_2960	-2.08273@@1729589	-
chr1	1762689	1762787	ss_2973	-3.02203@@1762740	-
chr1	1764699	1764751	ss_2980	-2.62346@@1764699	-
chr1	1765443	1765506	ss_2983	-3.33614@@1765494	-
chr1	1772481	1772585	ss_3011	-2.62346@@1772511	-
chr1	1804655	1804747	ss_3032	-2.62346@@1804655	-
chr1	1808109	1808231	ss_3047	-3.02203@@1808136	-
chr1	1811704	1811760	ss_3057	-3.02203@@1811704	-
chr1	1813945	1814008	ss_3063	-2.08273@@1813974	-
chr1	1814454	1814528	ss_3065	-2.08273@@1814454	-
chr1	1816337	1816413	ss_3071	-1.27155@@1816337	-
chr1	1816759	1816836	ss_3072	-3.33614@@1816776	-
chr1	1830698	1830792	ss_3097	-3.02203@@1830721	-
chr1	1835392	1835442	ss_3107	-3.02203@@1835413	-
chr1	1835516	1835570	ss_3108	-1.27155@@1835516	-
chr1	1836749	1836820	ss_3112	-1.27155@@1836749	-
chr1	1837098	1837156	ss_3114	-1.27155@@1837098	-
chr1	1853692	1853756	ss_3123	-2.08273@@1853723	-
chr1	1853973	1854031	ss_3125	-2.62346@@1854015	-
chr1	1867144	1867230	ss_3146	-3.59488@@1867156	-
chr1	1867287	1867351	ss_3147	-3.59488@@1867300	-
chr1	1868272	1868328	ss_3152	-1.27155@@1868272	-
chr1	1869176	1869236	ss_3154	-1.27155@@1869186	-
chr1	1871242	1871306	ss_3159	-3.59488@@1871257	-
chr1	1873196	1873258	ss_3164	-2.08273@@1873221	-
chr1	1873445	1873501	ss_3167	-3.02203@@1873467	-
chr1	1885886	1885946	ss_3173	-3.33614@@1885886	-
chr1	1918280	1918331	ss_3235	-3.33614@@1918284	-
chr1	1918374	1918447	ss_3236	-2.08273@@1918376	-
chr1	1918461	1918511	ss_3237	-2.08273@@1918461	-
chr1	1918651	1918729	ss_3238	-2.62346@@1918674	-
chr1	1936614	1936693	ss_3253	-3.59488@@1936638	-
chr1	1940291	1940347	ss_3262	-2.08273@@1940291	-
chr1	1944228	1944282	ss_3264	-2.62346@@1944228	-
chr1	1950191	1950265	ss_3267	-1.27155@@1950191	-
chr1	1951388	1951467	ss_3271	-2.82381@@1951436	-
chr1	1961932	1961994	ss_3291	-3.33614@@1961982	-
chr1	1963819	1963892	ss_3299	-2.08273@@1963819	-
chr1	1974165	1974239	ss_3311	-2.62346@@1974219	-
chr1	1991724	1991786	ss_3315	-3.02203@@1991724	-
chr1	1994505	1994565	ss_3321	-3.33614@@1994562	-
chr1	1994927	1994982	ss_3324	-1.27155@@1994927	-
chr1	2003677	2003737	ss_3328	-2.08273@@2003677	-
chr1	2005391	2005463	ss_3336	-3.51536@@2005439	-
chr1	2012492	2012577	ss_3349	-2.98124@@2012523	-
chr1	2014408	2014490	ss_3362	-3.33614@@2014455	-
chr1	2017692	2017749	ss_3374	-3.59488@@2017693	-
chr1	2021635	2021692	ss_3377	-1.27155@@2021635	-
chr1	2022458	2022524	ss_3379	-2.08273@@2022516	-
chr1	2024478	2024548	ss_3383	-1.27155@@2024478	-
chr1	2050787	2050859	ss_3401	-3.33614@@2050839	-
chr1	2051652	2051704	ss_3404	-3.02203@@2051652	-
chr1	2052872	2052922	ss_3412	-3.02203@@2052872	-
chr1	2057130	2057195	ss_3431	-2.08273@@2057130	-
chr1	2058891	2059007	ss_3437	-2.62346@@2058922	-
chr1	2061113	2061168	ss_3448	-3.59488@@2061117	-
chr1	2061354	2061442	ss_3450	-2.62346@@2061404	-
chr1	2062669	2062725	ss_3458	-3.59488@@2062691	-
chr1	2063784	2063835	ss_3463	-3.02203@@2063786	-
chr1	2065177	2065254	ss_3473	-2.62346@@2065248	-
chr1	2066478	2066530	ss_3479	-2.62346@@2066504	-
chr1	2066542	2066607	ss_3480	-3.59488@@2066550	-
chr1	2067245	2067314	ss_3483	-2.62346@@2067274	-
chr1	2079303	2079354	ss_3502	-3.02203@@2079330	-
chr1	2080140	2080267	ss_3506	-3.59488@@2080232	-
chr1	2080719	2080772	ss_3508	-3.02203@@2080751	-
chr1	2095082	2095165	ss_3527	-3.02203@@2095114	-
chr1	2095830	2095897	ss_3530	-3.59488@@2095850	-
chr1	2112072	2112162	ss_3563	-3.33614@@2112115	-
chr1	2112731	2112798	ss_3567	-2.08273@@2112731	-
chr1	2115481	2115537	ss_3580	-3.02203@@2115481	-
chr1	2115567	2115644	ss_3581	-3.33614@@2115586	-
chr1	2116587	2116655	ss_3587	-3.02203@@2116634	-
chr1	2118298	2118352	ss_3592	-3.10703@@2118318	-
chr1	2118886	2118962	ss_3597	-3.33614@@2118921	-
chr1	2120329	2120466	ss_3599	-3.28409@@2120409	-
chr1	2131790	2131840	ss_3619	-2.08273@@2131812	-
chr1	2133179	2133253	ss_3627	-2.62346@@2133179	-
chr1	2133657	2133738	ss_3632	-3.33614@@2133664	-
chr1	2133764	2133828	ss_3633	-2.62346@@2133771	-
chr1	2135342	2135469	ss_3641	-3.02203@@2135363	-
chr1	2137490	2137540	ss_3646	-2.08273@@2137490	-
chr1	2143349	2143411	ss_3650	-1.27155@@2143349	-
chr1	2159115	2159168	ss_3668	-3.33614@@2159127	-
chr1	2160687	2160764	ss_3673	-2.08273@@2160689	-
chr1	2162003	2162063	ss_3684	-2.08273@@2162003	-
chr1	2162300	2162384	ss_3685	-2.62346@@2162350	-
chr1	2162472	2162609	ss_3686	-3.59488@@2162515	-
chr1	2164074	2164143	ss_3689	-3.02203@@2164100	-
chr1	2165372	2165423	ss_3694	-1.27155@@2165372	-
chr1	2174294	2174345	ss_3696	-3.33614@@2174309	-
chr1	2178549	2178617	ss_3700	-2.08273@@2178549	-
chr1	2179943	2180031	ss_3704	-2.62346@@2179943	-
chr1	2181756	2181853	ss_3716	-3.33614@@2181756	-
chr1	2182340	2182399	ss_3719	-3.02203@@2182356	-
chr1	2185690	2185744	ss_3726	-1.27155@@2185690	-
chr1	2190586	2190644	ss_3732	-3.59488@@2190608	-
chr1	2192753	2192865	ss_3738	-3.02203@@2192794	-
